"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"30/03/2020 04:00:00 - 30/03/2020 05:00:00","BZN|NO5","Without sequence","5.55","",""
"30/03/2020 05:00:00 - 30/03/2020 06:00:00","BZN|NO5","Without sequence","5.78","",""
"30/03/2020 06:00:00 - 30/03/2020 07:00:00","BZN|NO5","Without sequence","6.17","",""
"30/03/2020 07:00:00 - 30/03/2020 08:00:00","BZN|NO5","Without sequence","6.79","",""
"30/03/2020 08:00:00 - 30/03/2020 09:00:00","BZN|NO5","Without sequence","7.54","",""
"30/03/2020 09:00:00 - 30/03/2020 10:00:00","BZN|NO5","Without sequence","7.74","",""
"30/03/2020 10:00:00 - 30/03/2020 11:00:00","BZN|NO5","Without sequence","7.54","",""
"30/03/2020 11:00:00 - 30/03/2020 12:00:00","BZN|NO5","Without sequence","6.76","",""
"30/03/2020 12:00:00 - 30/03/2020 13:00:00","BZN|NO5","Without sequence","6.56","",""
"30/03/2020 13:00:00 - 30/03/2020 14:00:00","BZN|NO5","Without sequence","6.36","",""
"30/03/2020 14:00:00 - 30/03/2020 15:00:00","BZN|NO5","Without sequence","6.14","",""
"30/03/2020 15:00:00 - 30/03/2020 16:00:00","BZN|NO5","Without sequence","6.18","",""
"30/03/2020 16:00:00 - 30/03/2020 17:00:00","BZN|NO5","Without sequence","6.33","",""
"30/03/2020 17:00:00 - 30/03/2020 18:00:00","BZN|NO5","Without sequence","6.51","",""
"30/03/2020 18:00:00 - 30/03/2020 19:00:00","BZN|NO5","Without sequence","6.78","",""
"30/03/2020 19:00:00 - 30/03/2020 20:00:00","BZN|NO5","Without sequence","6.83","",""
"30/03/2020 20:00:00 - 30/03/2020 21:00:00","BZN|NO5","Without sequence","7.14","",""
"30/03/2020 21:00:00 - 30/03/2020 22:00:00","BZN|NO5","Without sequence","6.82","",""
"30/03/2020 22:00:00 - 30/03/2020 23:00:00","BZN|NO5","Without sequence","6.16","",""
"30/03/2020 23:00:00 - 31/03/2020 00:00:00","BZN|NO5","Without sequence","5.76","",""
"31/03/2020 00:00:00 - 31/03/2020 01:00:00","BZN|NO5","Without sequence","5.41","",""
"31/03/2020 01:00:00 - 31/03/2020 02:00:00","BZN|NO5","Without sequence","5.26","",""
"31/03/2020 02:00:00 - 31/03/2020 03:00:00","BZN|NO5","Without sequence","5.14","",""
"31/03/2020 03:00:00 - 31/03/2020 04:00:00","BZN|NO5","Without sequence","5.09","",""
"31/03/2020 04:00:00 - 31/03/2020 05:00:00","BZN|NO5","Without sequence","5.15","",""
"31/03/2020 05:00:00 - 31/03/2020 06:00:00","BZN|NO5","Without sequence","5.27","",""
"31/03/2020 06:00:00 - 31/03/2020 07:00:00","BZN|NO5","Without sequence","5.4","",""
"31/03/2020 07:00:00 - 31/03/2020 08:00:00","BZN|NO5","Without sequence","5.96","",""
"31/03/2020 08:00:00 - 31/03/2020 09:00:00","BZN|NO5","Without sequence","6.64","",""
"31/03/2020 09:00:00 - 31/03/2020 10:00:00","BZN|NO5","Without sequence","5.95","",""
"31/03/2020 10:00:00 - 31/03/2020 11:00:00","BZN|NO5","Without sequence","5.52","",""
"31/03/2020 11:00:00 - 31/03/2020 12:00:00","BZN|NO5","Without sequence","5.36","",""
"31/03/2020 12:00:00 - 31/03/2020 13:00:00","BZN|NO5","Without sequence","5.32","",""
"31/03/2020 13:00:00 - 31/03/2020 14:00:00","BZN|NO5","Without sequence","5.17","",""
"31/03/2020 14:00:00 - 31/03/2020 15:00:00","BZN|NO5","Without sequence","4.99","",""
"31/03/2020 15:00:00 - 31/03/2020 16:00:00","BZN|NO5","Without sequence","4.92","",""
"31/03/2020 16:00:00 - 31/03/2020 17:00:00","BZN|NO5","Without sequence","4.89","",""
"31/03/2020 17:00:00 - 31/03/2020 18:00:00","BZN|NO5","Without sequence","4.94","",""
"31/03/2020 18:00:00 - 31/03/2020 19:00:00","BZN|NO5","Without sequence","4.98","",""
"31/03/2020 19:00:00 - 31/03/2020 20:00:00","BZN|NO5","Without sequence","5.04","",""
"31/03/2020 20:00:00 - 31/03/2020 21:00:00","BZN|NO5","Without sequence","5.11","",""
"31/03/2020 21:00:00 - 31/03/2020 22:00:00","BZN|NO5","Without sequence","5.01","",""
"31/03/2020 22:00:00 - 31/03/2020 23:00:00","BZN|NO5","Without sequence","4.83","",""
"31/03/2020 23:00:00 - 01/04/2020 00:00:00","BZN|NO5","Without sequence","4.57","",""
"01/04/2020 00:00:00 - 01/04/2020 01:00:00","BZN|NO5","Without sequence","4.25","",""
"01/04/2020 01:00:00 - 01/04/2020 02:00:00","BZN|NO5","Without sequence","4.27","",""
"01/04/2020 02:00:00 - 01/04/2020 03:00:00","BZN|NO5","Without sequence","4.31","",""
"01/04/2020 03:00:00 - 01/04/2020 04:00:00","BZN|NO5","Without sequence","4.41","",""
"01/04/2020 04:00:00 - 01/04/2020 05:00:00","BZN|NO5","Without sequence","4.53","",""
"01/04/2020 05:00:00 - 01/04/2020 06:00:00","BZN|NO5","Without sequence","4.72","",""
"01/04/2020 06:00:00 - 01/04/2020 07:00:00","BZN|NO5","Without sequence","4.96","",""
"01/04/2020 07:00:00 - 01/04/2020 08:00:00","BZN|NO5","Without sequence","5.35","",""
"01/04/2020 08:00:00 - 01/04/2020 09:00:00","BZN|NO5","Without sequence","5.56","",""
"01/04/2020 09:00:00 - 01/04/2020 10:00:00","BZN|NO5","Without sequence","5.57","",""
"01/04/2020 10:00:00 - 01/04/2020 11:00:00","BZN|NO5","Without sequence","5.46","",""
"01/04/2020 11:00:00 - 01/04/2020 12:00:00","BZN|NO5","Without sequence","5.31","",""
"01/04/2020 12:00:00 - 01/04/2020 13:00:00","BZN|NO5","Without sequence","5.24","",""
"01/04/2020 13:00:00 - 01/04/2020 14:00:00","BZN|NO5","Without sequence","5.18","",""
"01/04/2020 14:00:00 - 01/04/2020 15:00:00","BZN|NO5","Without sequence","5.15","",""
"01/04/2020 15:00:00 - 01/04/2020 16:00:00","BZN|NO5","Without sequence","5.09","",""
"01/04/2020 16:00:00 - 01/04/2020 17:00:00","BZN|NO5","Without sequence","4.98","",""
"01/04/2020 17:00:00 - 01/04/2020 18:00:00","BZN|NO5","Without sequence","4.99","",""
"01/04/2020 18:00:00 - 01/04/2020 19:00:00","BZN|NO5","Without sequence","5.09","",""
"01/04/2020 19:00:00 - 01/04/2020 20:00:00","BZN|NO5","Without sequence","5.13","",""
"01/04/2020 20:00:00 - 01/04/2020 21:00:00","BZN|NO5","Without sequence","5.12","",""
"01/04/2020 21:00:00 - 01/04/2020 22:00:00","BZN|NO5","Without sequence","4.95","",""
"01/04/2020 22:00:00 - 01/04/2020 23:00:00","BZN|NO5","Without sequence","4.75","",""
"01/04/2020 23:00:00 - 02/04/2020 00:00:00","BZN|NO5","Without sequence","4.52","",""
"02/04/2020 00:00:00 - 02/04/2020 01:00:00","BZN|NO5","Without sequence","4.23","",""
"02/04/2020 01:00:00 - 02/04/2020 02:00:00","BZN|NO5","Without sequence","4.15","",""
"02/04/2020 02:00:00 - 02/04/2020 03:00:00","BZN|NO5","Without sequence","4.15","",""
"02/04/2020 03:00:00 - 02/04/2020 04:00:00","BZN|NO5","Without sequence","4.24","",""
"02/04/2020 04:00:00 - 02/04/2020 05:00:00","BZN|NO5","Without sequence","4.38","",""
"02/04/2020 05:00:00 - 02/04/2020 06:00:00","BZN|NO5","Without sequence","4.56","",""
"02/04/2020 06:00:00 - 02/04/2020 07:00:00","BZN|NO5","Without sequence","4.8","",""
"02/04/2020 07:00:00 - 02/04/2020 08:00:00","BZN|NO5","Without sequence","5.06","",""
"02/04/2020 08:00:00 - 02/04/2020 09:00:00","BZN|NO5","Without sequence","5.09","",""
"02/04/2020 09:00:00 - 02/04/2020 10:00:00","BZN|NO5","Without sequence","4.96","",""
"02/04/2020 10:00:00 - 02/04/2020 11:00:00","BZN|NO5","Without sequence","4.85","",""
"02/04/2020 11:00:00 - 02/04/2020 12:00:00","BZN|NO5","Without sequence","4.72","",""
"02/04/2020 12:00:00 - 02/04/2020 13:00:00","BZN|NO5","Without sequence","4.66","",""
"02/04/2020 13:00:00 - 02/04/2020 14:00:00","BZN|NO5","Without sequence","4.61","",""
"02/04/2020 14:00:00 - 02/04/2020 15:00:00","BZN|NO5","Without sequence","4.53","",""
"02/04/2020 15:00:00 - 02/04/2020 16:00:00","BZN|NO5","Without sequence","4.51","",""
"02/04/2020 16:00:00 - 02/04/2020 17:00:00","BZN|NO5","Without sequence","4.52","",""
"02/04/2020 17:00:00 - 02/04/2020 18:00:00","BZN|NO5","Without sequence","4.56","",""
"02/04/2020 18:00:00 - 02/04/2020 19:00:00","BZN|NO5","Without sequence","4.58","",""
"02/04/2020 19:00:00 - 02/04/2020 20:00:00","BZN|NO5","Without sequence","4.62","",""
"02/04/2020 20:00:00 - 02/04/2020 21:00:00","BZN|NO5","Without sequence","4.64","",""
"02/04/2020 21:00:00 - 02/04/2020 22:00:00","BZN|NO5","Without sequence","4.57","",""
"02/04/2020 22:00:00 - 02/04/2020 23:00:00","BZN|NO5","Without sequence","4.45","",""
"02/04/2020 23:00:00 - 03/04/2020 00:00:00","BZN|NO5","Without sequence","4.19","",""
"03/04/2020 00:00:00 - 03/04/2020 01:00:00","BZN|NO5","Without sequence","3.41","",""
"03/04/2020 01:00:00 - 03/04/2020 02:00:00","BZN|NO5","Without sequence","3.34","",""
"03/04/2020 02:00:00 - 03/04/2020 03:00:00","BZN|NO5","Without sequence","3.32","",""
"03/04/2020 03:00:00 - 03/04/2020 04:00:00","BZN|NO5","Without sequence","3.36","",""
"03/04/2020 04:00:00 - 03/04/2020 05:00:00","BZN|NO5","Without sequence","3.45","",""
"03/04/2020 05:00:00 - 03/04/2020 06:00:00","BZN|NO5","Without sequence","3.72","",""
"03/04/2020 06:00:00 - 03/04/2020 07:00:00","BZN|NO5","Without sequence","4.02","",""
"03/04/2020 07:00:00 - 03/04/2020 08:00:00","BZN|NO5","Without sequence","4.37","",""
"03/04/2020 08:00:00 - 03/04/2020 09:00:00","BZN|NO5","Without sequence","4.5","",""
"03/04/2020 09:00:00 - 03/04/2020 10:00:00","BZN|NO5","Without sequence","4.41","",""
"03/04/2020 10:00:00 - 03/04/2020 11:00:00","BZN|NO5","Without sequence","4.3","",""
"03/04/2020 11:00:00 - 03/04/2020 12:00:00","BZN|NO5","Without sequence","4.21","",""
"03/04/2020 12:00:00 - 03/04/2020 13:00:00","BZN|NO5","Without sequence","4.13","",""
"03/04/2020 13:00:00 - 03/04/2020 14:00:00","BZN|NO5","Without sequence","4.07","",""
"03/04/2020 14:00:00 - 03/04/2020 15:00:00","BZN|NO5","Without sequence","3.99","",""
"03/04/2020 15:00:00 - 03/04/2020 16:00:00","BZN|NO5","Without sequence","3.91","",""
"03/04/2020 16:00:00 - 03/04/2020 17:00:00","BZN|NO5","Without sequence","3.99","",""
"03/04/2020 17:00:00 - 03/04/2020 18:00:00","BZN|NO5","Without sequence","4.14","",""
"03/04/2020 18:00:00 - 03/04/2020 19:00:00","BZN|NO5","Without sequence","4.32","",""
"03/04/2020 19:00:00 - 03/04/2020 20:00:00","BZN|NO5","Without sequence","4.48","",""
"03/04/2020 20:00:00 - 03/04/2020 21:00:00","BZN|NO5","Without sequence","4.55","",""
"03/04/2020 21:00:00 - 03/04/2020 22:00:00","BZN|NO5","Without sequence","4.48","",""
"03/04/2020 22:00:00 - 03/04/2020 23:00:00","BZN|NO5","Without sequence","4.41","",""
"03/04/2020 23:00:00 - 04/04/2020 00:00:00","BZN|NO5","Without sequence","4.29","",""
"04/04/2020 00:00:00 - 04/04/2020 01:00:00","BZN|NO5","Without sequence","4.42","",""
"04/04/2020 01:00:00 - 04/04/2020 02:00:00","BZN|NO5","Without sequence","4.41","",""
"04/04/2020 02:00:00 - 04/04/2020 03:00:00","BZN|NO5","Without sequence","4.38","",""
"04/04/2020 03:00:00 - 04/04/2020 04:00:00","BZN|NO5","Without sequence","4.4","",""
"04/04/2020 04:00:00 - 04/04/2020 05:00:00","BZN|NO5","Without sequence","4.45","",""
"04/04/2020 05:00:00 - 04/04/2020 06:00:00","BZN|NO5","Without sequence","4.51","",""
"04/04/2020 06:00:00 - 04/04/2020 07:00:00","BZN|NO5","Without sequence","4.56","",""
"04/04/2020 07:00:00 - 04/04/2020 08:00:00","BZN|NO5","Without sequence","4.66","",""
"04/04/2020 08:00:00 - 04/04/2020 09:00:00","BZN|NO5","Without sequence","4.74","",""
"04/04/2020 09:00:00 - 04/04/2020 10:00:00","BZN|NO5","Without sequence","4.73","",""
"04/04/2020 10:00:00 - 04/04/2020 11:00:00","BZN|NO5","Without sequence","4.71","",""
"04/04/2020 11:00:00 - 04/04/2020 12:00:00","BZN|NO5","Without sequence","4.63","",""
"04/04/2020 12:00:00 - 04/04/2020 13:00:00","BZN|NO5","Without sequence","4.53","",""
"04/04/2020 13:00:00 - 04/04/2020 14:00:00","BZN|NO5","Without sequence","4.42","",""
"04/04/2020 14:00:00 - 04/04/2020 15:00:00","BZN|NO5","Without sequence","4.34","",""
"04/04/2020 15:00:00 - 04/04/2020 16:00:00","BZN|NO5","Without sequence","4.31","",""
"04/04/2020 16:00:00 - 04/04/2020 17:00:00","BZN|NO5","Without sequence","4.38","",""
"04/04/2020 17:00:00 - 04/04/2020 18:00:00","BZN|NO5","Without sequence","4.52","",""
"04/04/2020 18:00:00 - 04/04/2020 19:00:00","BZN|NO5","Without sequence","4.6","",""
"04/04/2020 19:00:00 - 04/04/2020 20:00:00","BZN|NO5","Without sequence","4.63","",""
"04/04/2020 20:00:00 - 04/04/2020 21:00:00","BZN|NO5","Without sequence","4.61","",""
"04/04/2020 21:00:00 - 04/04/2020 22:00:00","BZN|NO5","Without sequence","4.56","",""
"04/04/2020 22:00:00 - 04/04/2020 23:00:00","BZN|NO5","Without sequence","4.53","",""
"04/04/2020 23:00:00 - 05/04/2020 00:00:00","BZN|NO5","Without sequence","4.48","",""
"05/04/2020 00:00:00 - 05/04/2020 01:00:00","BZN|NO5","Without sequence","4.65","",""
"05/04/2020 01:00:00 - 05/04/2020 02:00:00","BZN|NO5","Without sequence","4.61","",""
"05/04/2020 02:00:00 - 05/04/2020 03:00:00","BZN|NO5","Without sequence","4.58","",""
"05/04/2020 03:00:00 - 05/04/2020 04:00:00","BZN|NO5","Without sequence","4.57","",""
"05/04/2020 04:00:00 - 05/04/2020 05:00:00","BZN|NO5","Without sequence","4.57","",""
"05/04/2020 05:00:00 - 05/04/2020 06:00:00","BZN|NO5","Without sequence","4.58","",""
"05/04/2020 06:00:00 - 05/04/2020 07:00:00","BZN|NO5","Without sequence","4.57","",""
"05/04/2020 07:00:00 - 05/04/2020 08:00:00","BZN|NO5","Without sequence","4.6","",""
"05/04/2020 08:00:00 - 05/04/2020 09:00:00","BZN|NO5","Without sequence","4.65","",""
"05/04/2020 09:00:00 - 05/04/2020 10:00:00","BZN|NO5","Without sequence","4.54","",""
"05/04/2020 10:00:00 - 05/04/2020 11:00:00","BZN|NO5","Without sequence","4.26","",""
"05/04/2020 11:00:00 - 05/04/2020 12:00:00","BZN|NO5","Without sequence","3.85","",""
"05/04/2020 12:00:00 - 05/04/2020 13:00:00","BZN|NO5","Without sequence","3.57","",""
"05/04/2020 13:00:00 - 05/04/2020 14:00:00","BZN|NO5","Without sequence","3.51","",""
"05/04/2020 14:00:00 - 05/04/2020 15:00:00","BZN|NO5","Without sequence","3.51","",""
"05/04/2020 15:00:00 - 05/04/2020 16:00:00","BZN|NO5","Without sequence","3.68","",""
"05/04/2020 16:00:00 - 05/04/2020 17:00:00","BZN|NO5","Without sequence","3.92","",""
"05/04/2020 17:00:00 - 05/04/2020 18:00:00","BZN|NO5","Without sequence","4.37","",""
"05/04/2020 18:00:00 - 05/04/2020 19:00:00","BZN|NO5","Without sequence","4.65","",""
"05/04/2020 19:00:00 - 05/04/2020 20:00:00","BZN|NO5","Without sequence","4.68","",""
"05/04/2020 20:00:00 - 05/04/2020 21:00:00","BZN|NO5","Without sequence","4.66","",""
"05/04/2020 21:00:00 - 05/04/2020 22:00:00","BZN|NO5","Without sequence","4.6","",""
"05/04/2020 22:00:00 - 05/04/2020 23:00:00","BZN|NO5","Without sequence","4.55","",""
"05/04/2020 23:00:00 - 06/04/2020 00:00:00","BZN|NO5","Without sequence","4.33","",""
"06/04/2020 00:00:00 - 06/04/2020 01:00:00","BZN|NO5","Without sequence","4.13","",""
"06/04/2020 01:00:00 - 06/04/2020 02:00:00","BZN|NO5","Without sequence","3.99","",""
"06/04/2020 02:00:00 - 06/04/2020 03:00:00","BZN|NO5","Without sequence","4.04","",""
"06/04/2020 03:00:00 - 06/04/2020 04:00:00","BZN|NO5","Without sequence","3.7","",""
"06/04/2020 04:00:00 - 06/04/2020 05:00:00","BZN|NO5","Without sequence","3.66","",""
"06/04/2020 05:00:00 - 06/04/2020 06:00:00","BZN|NO5","Without sequence","4.37","",""
"06/04/2020 06:00:00 - 06/04/2020 07:00:00","BZN|NO5","Without sequence","4.67","",""
"06/04/2020 07:00:00 - 06/04/2020 08:00:00","BZN|NO5","Without sequence","4.74","",""
"06/04/2020 08:00:00 - 06/04/2020 09:00:00","BZN|NO5","Without sequence","4.83","",""
"06/04/2020 09:00:00 - 06/04/2020 10:00:00","BZN|NO5","Without sequence","4.79","",""
"06/04/2020 10:00:00 - 06/04/2020 11:00:00","BZN|NO5","Without sequence","4.73","",""
"06/04/2020 11:00:00 - 06/04/2020 12:00:00","BZN|NO5","Without sequence","4.61","",""
"06/04/2020 12:00:00 - 06/04/2020 13:00:00","BZN|NO5","Without sequence","4.56","",""
"06/04/2020 13:00:00 - 06/04/2020 14:00:00","BZN|NO5","Without sequence","4.53","",""
"06/04/2020 14:00:00 - 06/04/2020 15:00:00","BZN|NO5","Without sequence","4.43","",""
"06/04/2020 15:00:00 - 06/04/2020 16:00:00","BZN|NO5","Without sequence","4.36","",""
"06/04/2020 16:00:00 - 06/04/2020 17:00:00","BZN|NO5","Without sequence","4.33","",""
"06/04/2020 17:00:00 - 06/04/2020 18:00:00","BZN|NO5","Without sequence","4.39","",""
"06/04/2020 18:00:00 - 06/04/2020 19:00:00","BZN|NO5","Without sequence","4.4","",""
"06/04/2020 19:00:00 - 06/04/2020 20:00:00","BZN|NO5","Without sequence","4.43","",""
"06/04/2020 20:00:00 - 06/04/2020 21:00:00","BZN|NO5","Without sequence","4.48","",""
"06/04/2020 21:00:00 - 06/04/2020 22:00:00","BZN|NO5","Without sequence","4.46","",""
"06/04/2020 22:00:00 - 06/04/2020 23:00:00","BZN|NO5","Without sequence","4.28","",""
"06/04/2020 23:00:00 - 07/04/2020 00:00:00","BZN|NO5","Without sequence","4.05","",""
"07/04/2020 00:00:00 - 07/04/2020 01:00:00","BZN|NO5","Without sequence","3.85","",""
"07/04/2020 01:00:00 - 07/04/2020 02:00:00","BZN|NO5","Without sequence","3.79","",""
"07/04/2020 02:00:00 - 07/04/2020 03:00:00","BZN|NO5","Without sequence","3.77","",""
"07/04/2020 03:00:00 - 07/04/2020 04:00:00","BZN|NO5","Without sequence","3.88","",""
"07/04/2020 04:00:00 - 07/04/2020 05:00:00","BZN|NO5","Without sequence","4.0","",""
"07/04/2020 05:00:00 - 07/04/2020 06:00:00","BZN|NO5","Without sequence","4.22","",""
"07/04/2020 06:00:00 - 07/04/2020 07:00:00","BZN|NO5","Without sequence","4.71","",""
"07/04/2020 07:00:00 - 07/04/2020 08:00:00","BZN|NO5","Without sequence","4.77","",""
"07/04/2020 08:00:00 - 07/04/2020 09:00:00","BZN|NO5","Without sequence","4.86","",""
"07/04/2020 09:00:00 - 07/04/2020 10:00:00","BZN|NO5","Without sequence","4.83","",""
"07/04/2020 10:00:00 - 07/04/2020 11:00:00","BZN|NO5","Without sequence","4.76","",""
"07/04/2020 11:00:00 - 07/04/2020 12:00:00","BZN|NO5","Without sequence","4.67","",""
"07/04/2020 12:00:00 - 07/04/2020 13:00:00","BZN|NO5","Without sequence","4.63","",""
"07/04/2020 13:00:00 - 07/04/2020 14:00:00","BZN|NO5","Without sequence","4.58","",""
"07/04/2020 14:00:00 - 07/04/2020 15:00:00","BZN|NO5","Without sequence","4.54","",""
"07/04/2020 15:00:00 - 07/04/2020 16:00:00","BZN|NO5","Without sequence","4.54","",""
"07/04/2020 16:00:00 - 07/04/2020 17:00:00","BZN|NO5","Without sequence","4.54","",""
"07/04/2020 17:00:00 - 07/04/2020 18:00:00","BZN|NO5","Without sequence","4.43","",""
"07/04/2020 18:00:00 - 07/04/2020 19:00:00","BZN|NO5","Without sequence","4.52","",""
"07/04/2020 19:00:00 - 07/04/2020 20:00:00","BZN|NO5","Without sequence","4.6","",""
"07/04/2020 20:00:00 - 07/04/2020 21:00:00","BZN|NO5","Without sequence","4.63","",""
"07/04/2020 21:00:00 - 07/04/2020 22:00:00","BZN|NO5","Without sequence","4.55","",""
"07/04/2020 22:00:00 - 07/04/2020 23:00:00","BZN|NO5","Without sequence","4.49","",""
"07/04/2020 23:00:00 - 08/04/2020 00:00:00","BZN|NO5","Without sequence","4.17","",""
"08/04/2020 00:00:00 - 08/04/2020 01:00:00","BZN|NO5","Without sequence","4.38","",""
"08/04/2020 01:00:00 - 08/04/2020 02:00:00","BZN|NO5","Without sequence","4.25","",""
"08/04/2020 02:00:00 - 08/04/2020 03:00:00","BZN|NO5","Without sequence","4.19","",""
"08/04/2020 03:00:00 - 08/04/2020 04:00:00","BZN|NO5","Without sequence","4.2","",""
"08/04/2020 04:00:00 - 08/04/2020 05:00:00","BZN|NO5","Without sequence","4.29","",""
"08/04/2020 05:00:00 - 08/04/2020 06:00:00","BZN|NO5","Without sequence","4.52","",""
"08/04/2020 06:00:00 - 08/04/2020 07:00:00","BZN|NO5","Without sequence","4.77","",""
"08/04/2020 07:00:00 - 08/04/2020 08:00:00","BZN|NO5","Without sequence","4.89","",""
"08/04/2020 08:00:00 - 08/04/2020 09:00:00","BZN|NO5","Without sequence","4.96","",""
"08/04/2020 09:00:00 - 08/04/2020 10:00:00","BZN|NO5","Without sequence","4.93","",""
"08/04/2020 10:00:00 - 08/04/2020 11:00:00","BZN|NO5","Without sequence","4.91","",""
"08/04/2020 11:00:00 - 08/04/2020 12:00:00","BZN|NO5","Without sequence","4.84","",""
"08/04/2020 12:00:00 - 08/04/2020 13:00:00","BZN|NO5","Without sequence","4.77","",""
"08/04/2020 13:00:00 - 08/04/2020 14:00:00","BZN|NO5","Without sequence","4.65","",""
"08/04/2020 14:00:00 - 08/04/2020 15:00:00","BZN|NO5","Without sequence","4.58","",""
"08/04/2020 15:00:00 - 08/04/2020 16:00:00","BZN|NO5","Without sequence","4.52","",""
"08/04/2020 16:00:00 - 08/04/2020 17:00:00","BZN|NO5","Without sequence","4.5","",""
"08/04/2020 17:00:00 - 08/04/2020 18:00:00","BZN|NO5","Without sequence","4.51","",""
"08/04/2020 18:00:00 - 08/04/2020 19:00:00","BZN|NO5","Without sequence","4.5","",""
"08/04/2020 19:00:00 - 08/04/2020 20:00:00","BZN|NO5","Without sequence","4.56","",""
"08/04/2020 20:00:00 - 08/04/2020 21:00:00","BZN|NO5","Without sequence","4.61","",""
"08/04/2020 21:00:00 - 08/04/2020 22:00:00","BZN|NO5","Without sequence","4.53","",""
"08/04/2020 22:00:00 - 08/04/2020 23:00:00","BZN|NO5","Without sequence","4.35","",""
"08/04/2020 23:00:00 - 09/04/2020 00:00:00","BZN|NO5","Without sequence","4.1","",""
"09/04/2020 00:00:00 - 09/04/2020 01:00:00","BZN|NO5","Without sequence","4.25","",""
"09/04/2020 01:00:00 - 09/04/2020 02:00:00","BZN|NO5","Without sequence","4.17","",""
"09/04/2020 02:00:00 - 09/04/2020 03:00:00","BZN|NO5","Without sequence","4.13","",""
"09/04/2020 03:00:00 - 09/04/2020 04:00:00","BZN|NO5","Without sequence","4.17","",""
"09/04/2020 04:00:00 - 09/04/2020 05:00:00","BZN|NO5","Without sequence","4.31","",""
"09/04/2020 05:00:00 - 09/04/2020 06:00:00","BZN|NO5","Without sequence","4.59","",""
"09/04/2020 06:00:00 - 09/04/2020 07:00:00","BZN|NO5","Without sequence","4.77","",""
"09/04/2020 07:00:00 - 09/04/2020 08:00:00","BZN|NO5","Without sequence","4.85","",""
"09/04/2020 08:00:00 - 09/04/2020 09:00:00","BZN|NO5","Without sequence","4.89","",""
"09/04/2020 09:00:00 - 09/04/2020 10:00:00","BZN|NO5","Without sequence","4.87","",""
"09/04/2020 10:00:00 - 09/04/2020 11:00:00","BZN|NO5","Without sequence","4.86","",""
"09/04/2020 11:00:00 - 09/04/2020 12:00:00","BZN|NO5","Without sequence","4.72","",""
"09/04/2020 12:00:00 - 09/04/2020 13:00:00","BZN|NO5","Without sequence","4.64","",""
"09/04/2020 13:00:00 - 09/04/2020 14:00:00","BZN|NO5","Without sequence","4.57","",""
"09/04/2020 14:00:00 - 09/04/2020 15:00:00","BZN|NO5","Without sequence","4.5","",""
"09/04/2020 15:00:00 - 09/04/2020 16:00:00","BZN|NO5","Without sequence","4.44","",""
"09/04/2020 16:00:00 - 09/04/2020 17:00:00","BZN|NO5","Without sequence","4.49","",""
"09/04/2020 17:00:00 - 09/04/2020 18:00:00","BZN|NO5","Without sequence","4.68","",""
"09/04/2020 18:00:00 - 09/04/2020 19:00:00","BZN|NO5","Without sequence","4.75","",""
"09/04/2020 19:00:00 - 09/04/2020 20:00:00","BZN|NO5","Without sequence","4.82","",""
"09/04/2020 20:00:00 - 09/04/2020 21:00:00","BZN|NO5","Without sequence","4.89","",""
"09/04/2020 21:00:00 - 09/04/2020 22:00:00","BZN|NO5","Without sequence","4.92","",""
"09/04/2020 22:00:00 - 09/04/2020 23:00:00","BZN|NO5","Without sequence","4.94","",""
"09/04/2020 23:00:00 - 10/04/2020 00:00:00","BZN|NO5","Without sequence","4.76","",""
"10/04/2020 00:00:00 - 10/04/2020 01:00:00","BZN|NO5","Without sequence","4.78","",""
"10/04/2020 01:00:00 - 10/04/2020 02:00:00","BZN|NO5","Without sequence","4.74","",""
"10/04/2020 02:00:00 - 10/04/2020 03:00:00","BZN|NO5","Without sequence","4.74","",""
"10/04/2020 03:00:00 - 10/04/2020 04:00:00","BZN|NO5","Without sequence","4.8","",""
"10/04/2020 04:00:00 - 10/04/2020 05:00:00","BZN|NO5","Without sequence","4.87","",""
"10/04/2020 05:00:00 - 10/04/2020 06:00:00","BZN|NO5","Without sequence","4.95","",""
"10/04/2020 06:00:00 - 10/04/2020 07:00:00","BZN|NO5","Without sequence","4.95","",""
"10/04/2020 07:00:00 - 10/04/2020 08:00:00","BZN|NO5","Without sequence","4.99","",""
"10/04/2020 08:00:00 - 10/04/2020 09:00:00","BZN|NO5","Without sequence","5.04","",""
"10/04/2020 09:00:00 - 10/04/2020 10:00:00","BZN|NO5","Without sequence","5.05","",""
"10/04/2020 10:00:00 - 10/04/2020 11:00:00","BZN|NO5","Without sequence","5.05","",""
"10/04/2020 11:00:00 - 10/04/2020 12:00:00","BZN|NO5","Without sequence","5.01","",""
"10/04/2020 12:00:00 - 10/04/2020 13:00:00","BZN|NO5","Without sequence","4.99","",""
"10/04/2020 13:00:00 - 10/04/2020 14:00:00","BZN|NO5","Without sequence","4.96","",""
"10/04/2020 14:00:00 - 10/04/2020 15:00:00","BZN|NO5","Without sequence","4.94","",""
"10/04/2020 15:00:00 - 10/04/2020 16:00:00","BZN|NO5","Without sequence","4.94","",""
"10/04/2020 16:00:00 - 10/04/2020 17:00:00","BZN|NO5","Without sequence","4.93","",""
"10/04/2020 17:00:00 - 10/04/2020 18:00:00","BZN|NO5","Without sequence","4.95","",""
