"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"02/01/2023 04:00:00 - 02/01/2023 05:00:00","BZN|NO5","Without sequence","119.99","",""
"02/01/2023 05:00:00 - 02/01/2023 06:00:00","BZN|NO5","Without sequence","117.74","",""
"02/01/2023 06:00:00 - 02/01/2023 07:00:00","BZN|NO5","Without sequence","121.73","",""
"02/01/2023 07:00:00 - 02/01/2023 08:00:00","BZN|NO5","Without sequence","138.19","",""
"02/01/2023 08:00:00 - 02/01/2023 09:00:00","BZN|NO5","Without sequence","145.98","",""
"02/01/2023 09:00:00 - 02/01/2023 10:00:00","BZN|NO5","Without sequence","148.95","",""
"02/01/2023 10:00:00 - 02/01/2023 11:00:00","BZN|NO5","Without sequence","149.96","",""
"02/01/2023 11:00:00 - 02/01/2023 12:00:00","BZN|NO5","Without sequence","147.63","",""
"02/01/2023 12:00:00 - 02/01/2023 13:00:00","BZN|NO5","Without sequence","148.69","",""
"02/01/2023 13:00:00 - 02/01/2023 14:00:00","BZN|NO5","Without sequence","148.06","",""
"02/01/2023 14:00:00 - 02/01/2023 15:00:00","BZN|NO5","Without sequence","152.44","",""
"02/01/2023 15:00:00 - 02/01/2023 16:00:00","BZN|NO5","Without sequence","155.34","",""
"02/01/2023 16:00:00 - 02/01/2023 17:00:00","BZN|NO5","Without sequence","162.89","",""
"02/01/2023 17:00:00 - 02/01/2023 18:00:00","BZN|NO5","Without sequence","170.0","",""
"02/01/2023 18:00:00 - 02/01/2023 19:00:00","BZN|NO5","Without sequence","174.74","",""
"02/01/2023 19:00:00 - 02/01/2023 20:00:00","BZN|NO5","Without sequence","164.46","",""
"02/01/2023 20:00:00 - 02/01/2023 21:00:00","BZN|NO5","Without sequence","153.0","",""
"02/01/2023 21:00:00 - 02/01/2023 22:00:00","BZN|NO5","Without sequence","141.94","",""
"02/01/2023 22:00:00 - 02/01/2023 23:00:00","BZN|NO5","Without sequence","137.72","",""
"02/01/2023 23:00:00 - 03/01/2023 00:00:00","BZN|NO5","Without sequence","129.7","",""
"03/01/2023 00:00:00 - 03/01/2023 01:00:00","BZN|NO5","Without sequence","134.04","",""
"03/01/2023 01:00:00 - 03/01/2023 02:00:00","BZN|NO5","Without sequence","123.97","",""
"03/01/2023 02:00:00 - 03/01/2023 03:00:00","BZN|NO5","Without sequence","122.56","",""
"03/01/2023 03:00:00 - 03/01/2023 04:00:00","BZN|NO5","Without sequence","118.8","",""
"03/01/2023 04:00:00 - 03/01/2023 05:00:00","BZN|NO5","Without sequence","117.39","",""
"03/01/2023 05:00:00 - 03/01/2023 06:00:00","BZN|NO5","Without sequence","126.35","",""
"03/01/2023 06:00:00 - 03/01/2023 07:00:00","BZN|NO5","Without sequence","136.07","",""
"03/01/2023 07:00:00 - 03/01/2023 08:00:00","BZN|NO5","Without sequence","154.96","",""
"03/01/2023 08:00:00 - 03/01/2023 09:00:00","BZN|NO5","Without sequence","163.92","",""
"03/01/2023 09:00:00 - 03/01/2023 10:00:00","BZN|NO5","Without sequence","167.07","",""
"03/01/2023 10:00:00 - 03/01/2023 11:00:00","BZN|NO5","Without sequence","168.57","",""
"03/01/2023 11:00:00 - 03/01/2023 12:00:00","BZN|NO5","Without sequence","169.49","",""
"03/01/2023 12:00:00 - 03/01/2023 13:00:00","BZN|NO5","Without sequence","164.5","",""
"03/01/2023 13:00:00 - 03/01/2023 14:00:00","BZN|NO5","Without sequence","160.91","",""
"03/01/2023 14:00:00 - 03/01/2023 15:00:00","BZN|NO5","Without sequence","163.06","",""
"03/01/2023 15:00:00 - 03/01/2023 16:00:00","BZN|NO5","Without sequence","167.73","",""
"03/01/2023 16:00:00 - 03/01/2023 17:00:00","BZN|NO5","Without sequence","166.61","",""
"03/01/2023 17:00:00 - 03/01/2023 18:00:00","BZN|NO5","Without sequence","170.72","",""
"03/01/2023 18:00:00 - 03/01/2023 19:00:00","BZN|NO5","Without sequence","168.93","",""
"03/01/2023 19:00:00 - 03/01/2023 20:00:00","BZN|NO5","Without sequence","160.99","",""
"03/01/2023 20:00:00 - 03/01/2023 21:00:00","BZN|NO5","Without sequence","149.62","",""
"03/01/2023 21:00:00 - 03/01/2023 22:00:00","BZN|NO5","Without sequence","132.5","",""
"03/01/2023 22:00:00 - 03/01/2023 23:00:00","BZN|NO5","Without sequence","120.64","",""
"03/01/2023 23:00:00 - 04/01/2023 00:00:00","BZN|NO5","Without sequence","100.37","",""
"04/01/2023 00:00:00 - 04/01/2023 01:00:00","BZN|NO5","Without sequence","92.56","",""
"04/01/2023 01:00:00 - 04/01/2023 02:00:00","BZN|NO5","Without sequence","84.93","",""
"04/01/2023 02:00:00 - 04/01/2023 03:00:00","BZN|NO5","Without sequence","69.93","",""
"04/01/2023 03:00:00 - 04/01/2023 04:00:00","BZN|NO5","Without sequence","69.26","",""
"04/01/2023 04:00:00 - 04/01/2023 05:00:00","BZN|NO5","Without sequence","71.75","",""
"04/01/2023 05:00:00 - 04/01/2023 06:00:00","BZN|NO5","Without sequence","81.73","",""
"04/01/2023 06:00:00 - 04/01/2023 07:00:00","BZN|NO5","Without sequence","87.44","",""
"04/01/2023 07:00:00 - 04/01/2023 08:00:00","BZN|NO5","Without sequence","105.06","",""
"04/01/2023 08:00:00 - 04/01/2023 09:00:00","BZN|NO5","Without sequence","114.96","",""
"04/01/2023 09:00:00 - 04/01/2023 10:00:00","BZN|NO5","Without sequence","125.45","",""
"04/01/2023 10:00:00 - 04/01/2023 11:00:00","BZN|NO5","Without sequence","126.99","",""
"04/01/2023 11:00:00 - 04/01/2023 12:00:00","BZN|NO5","Without sequence","126.35","",""
"04/01/2023 12:00:00 - 04/01/2023 13:00:00","BZN|NO5","Without sequence","123.78","",""
"04/01/2023 13:00:00 - 04/01/2023 14:00:00","BZN|NO5","Without sequence","121.81","",""
"04/01/2023 14:00:00 - 04/01/2023 15:00:00","BZN|NO5","Without sequence","120.4","",""
"04/01/2023 15:00:00 - 04/01/2023 16:00:00","BZN|NO5","Without sequence","123.89","",""
"04/01/2023 16:00:00 - 04/01/2023 17:00:00","BZN|NO5","Without sequence","127.05","",""
"04/01/2023 17:00:00 - 04/01/2023 18:00:00","BZN|NO5","Without sequence","127.14","",""
"04/01/2023 18:00:00 - 04/01/2023 19:00:00","BZN|NO5","Without sequence","126.19","",""
"04/01/2023 19:00:00 - 04/01/2023 20:00:00","BZN|NO5","Without sequence","123.72","",""
"04/01/2023 20:00:00 - 04/01/2023 21:00:00","BZN|NO5","Without sequence","120.11","",""
"04/01/2023 21:00:00 - 04/01/2023 22:00:00","BZN|NO5","Without sequence","121.83","",""
"04/01/2023 22:00:00 - 04/01/2023 23:00:00","BZN|NO5","Without sequence","115.64","",""
"04/01/2023 23:00:00 - 05/01/2023 00:00:00","BZN|NO5","Without sequence","109.95","",""
"05/01/2023 00:00:00 - 05/01/2023 01:00:00","BZN|NO5","Without sequence","101.28","",""
"05/01/2023 01:00:00 - 05/01/2023 02:00:00","BZN|NO5","Without sequence","96.94","",""
"05/01/2023 02:00:00 - 05/01/2023 03:00:00","BZN|NO5","Without sequence","96.24","",""
"05/01/2023 03:00:00 - 05/01/2023 04:00:00","BZN|NO5","Without sequence","90.12","",""
"05/01/2023 04:00:00 - 05/01/2023 05:00:00","BZN|NO5","Without sequence","99.91","",""
"05/01/2023 05:00:00 - 05/01/2023 06:00:00","BZN|NO5","Without sequence","101.28","",""
"05/01/2023 06:00:00 - 05/01/2023 07:00:00","BZN|NO5","Without sequence","110.02","",""
"05/01/2023 07:00:00 - 05/01/2023 08:00:00","BZN|NO5","Without sequence","120.24","",""
"05/01/2023 08:00:00 - 05/01/2023 09:00:00","BZN|NO5","Without sequence","122.13","",""
"05/01/2023 09:00:00 - 05/01/2023 10:00:00","BZN|NO5","Without sequence","129.56","",""
"05/01/2023 10:00:00 - 05/01/2023 11:00:00","BZN|NO5","Without sequence","136.14","",""
"05/01/2023 11:00:00 - 05/01/2023 12:00:00","BZN|NO5","Without sequence","143.07","",""
"05/01/2023 12:00:00 - 05/01/2023 13:00:00","BZN|NO5","Without sequence","140.91","",""
"05/01/2023 13:00:00 - 05/01/2023 14:00:00","BZN|NO5","Without sequence","142.84","",""
"05/01/2023 14:00:00 - 05/01/2023 15:00:00","BZN|NO5","Without sequence","149.4","",""
"05/01/2023 15:00:00 - 05/01/2023 16:00:00","BZN|NO5","Without sequence","155.2","",""
"05/01/2023 16:00:00 - 05/01/2023 17:00:00","BZN|NO5","Without sequence","167.38","",""
"05/01/2023 17:00:00 - 05/01/2023 18:00:00","BZN|NO5","Without sequence","189.06","",""
"05/01/2023 18:00:00 - 05/01/2023 19:00:00","BZN|NO5","Without sequence","188.81","",""
"05/01/2023 19:00:00 - 05/01/2023 20:00:00","BZN|NO5","Without sequence","172.28","",""
"05/01/2023 20:00:00 - 05/01/2023 21:00:00","BZN|NO5","Without sequence","158.74","",""
"05/01/2023 21:00:00 - 05/01/2023 22:00:00","BZN|NO5","Without sequence","148.62","",""
"05/01/2023 22:00:00 - 05/01/2023 23:00:00","BZN|NO5","Without sequence","141.17","",""
"05/01/2023 23:00:00 - 06/01/2023 00:00:00","BZN|NO5","Without sequence","127.0","",""
"06/01/2023 00:00:00 - 06/01/2023 01:00:00","BZN|NO5","Without sequence","110.24","",""
"06/01/2023 01:00:00 - 06/01/2023 02:00:00","BZN|NO5","Without sequence","104.29","",""
"06/01/2023 02:00:00 - 06/01/2023 03:00:00","BZN|NO5","Without sequence","99.61","",""
"06/01/2023 03:00:00 - 06/01/2023 04:00:00","BZN|NO5","Without sequence","84.97","",""
"06/01/2023 04:00:00 - 06/01/2023 05:00:00","BZN|NO5","Without sequence","84.56","",""
"06/01/2023 05:00:00 - 06/01/2023 06:00:00","BZN|NO5","Without sequence","86.71","",""
"06/01/2023 06:00:00 - 06/01/2023 07:00:00","BZN|NO5","Without sequence","100.36","",""
"06/01/2023 07:00:00 - 06/01/2023 08:00:00","BZN|NO5","Without sequence","110.93","",""
"06/01/2023 08:00:00 - 06/01/2023 09:00:00","BZN|NO5","Without sequence","120.7","",""
"06/01/2023 09:00:00 - 06/01/2023 10:00:00","BZN|NO5","Without sequence","120.07","",""
"06/01/2023 10:00:00 - 06/01/2023 11:00:00","BZN|NO5","Without sequence","116.98","",""
"06/01/2023 11:00:00 - 06/01/2023 12:00:00","BZN|NO5","Without sequence","116.99","",""
"06/01/2023 12:00:00 - 06/01/2023 13:00:00","BZN|NO5","Without sequence","118.43","",""
"06/01/2023 13:00:00 - 06/01/2023 14:00:00","BZN|NO5","Without sequence","116.44","",""
"06/01/2023 14:00:00 - 06/01/2023 15:00:00","BZN|NO5","Without sequence","120.64","",""
"06/01/2023 15:00:00 - 06/01/2023 16:00:00","BZN|NO5","Without sequence","128.85","",""
"06/01/2023 16:00:00 - 06/01/2023 17:00:00","BZN|NO5","Without sequence","135.62","",""
"06/01/2023 17:00:00 - 06/01/2023 18:00:00","BZN|NO5","Without sequence","150.72","",""
"06/01/2023 18:00:00 - 06/01/2023 19:00:00","BZN|NO5","Without sequence","145.73","",""
"06/01/2023 19:00:00 - 06/01/2023 20:00:00","BZN|NO5","Without sequence","141.91","",""
"06/01/2023 20:00:00 - 06/01/2023 21:00:00","BZN|NO5","Without sequence","135.06","",""
"06/01/2023 21:00:00 - 06/01/2023 22:00:00","BZN|NO5","Without sequence","127.97","",""
"06/01/2023 22:00:00 - 06/01/2023 23:00:00","BZN|NO5","Without sequence","126.08","",""
"06/01/2023 23:00:00 - 07/01/2023 00:00:00","BZN|NO5","Without sequence","121.3","",""
"07/01/2023 00:00:00 - 07/01/2023 01:00:00","BZN|NO5","Without sequence","113.54","",""
"07/01/2023 01:00:00 - 07/01/2023 02:00:00","BZN|NO5","Without sequence","101.78","",""
"07/01/2023 02:00:00 - 07/01/2023 03:00:00","BZN|NO5","Without sequence","98.92","",""
"07/01/2023 03:00:00 - 07/01/2023 04:00:00","BZN|NO5","Without sequence","90.6","",""
"07/01/2023 04:00:00 - 07/01/2023 05:00:00","BZN|NO5","Without sequence","85.65","",""
"07/01/2023 05:00:00 - 07/01/2023 06:00:00","BZN|NO5","Without sequence","86.26","",""
"07/01/2023 06:00:00 - 07/01/2023 07:00:00","BZN|NO5","Without sequence","93.67","",""
"07/01/2023 07:00:00 - 07/01/2023 08:00:00","BZN|NO5","Without sequence","105.75","",""
"07/01/2023 08:00:00 - 07/01/2023 09:00:00","BZN|NO5","Without sequence","111.86","",""
"07/01/2023 09:00:00 - 07/01/2023 10:00:00","BZN|NO5","Without sequence","112.0","",""
"07/01/2023 10:00:00 - 07/01/2023 11:00:00","BZN|NO5","Without sequence","106.78","",""
"07/01/2023 11:00:00 - 07/01/2023 12:00:00","BZN|NO5","Without sequence","101.2","",""
"07/01/2023 12:00:00 - 07/01/2023 13:00:00","BZN|NO5","Without sequence","101.49","",""
"07/01/2023 13:00:00 - 07/01/2023 14:00:00","BZN|NO5","Without sequence","99.99","",""
"07/01/2023 14:00:00 - 07/01/2023 15:00:00","BZN|NO5","Without sequence","99.92","",""
"07/01/2023 15:00:00 - 07/01/2023 16:00:00","BZN|NO5","Without sequence","99.4","",""
"07/01/2023 16:00:00 - 07/01/2023 17:00:00","BZN|NO5","Without sequence","99.99","",""
"07/01/2023 17:00:00 - 07/01/2023 18:00:00","BZN|NO5","Without sequence","101.56","",""
"07/01/2023 18:00:00 - 07/01/2023 19:00:00","BZN|NO5","Without sequence","102.71","",""
"07/01/2023 19:00:00 - 07/01/2023 20:00:00","BZN|NO5","Without sequence","97.61","",""
"07/01/2023 20:00:00 - 07/01/2023 21:00:00","BZN|NO5","Without sequence","90.67","",""
"07/01/2023 21:00:00 - 07/01/2023 22:00:00","BZN|NO5","Without sequence","74.59","",""
"07/01/2023 22:00:00 - 07/01/2023 23:00:00","BZN|NO5","Without sequence","64.96","",""
"07/01/2023 23:00:00 - 08/01/2023 00:00:00","BZN|NO5","Without sequence","39.47","",""
"08/01/2023 00:00:00 - 08/01/2023 01:00:00","BZN|NO5","Without sequence","24.44","",""
"08/01/2023 01:00:00 - 08/01/2023 02:00:00","BZN|NO5","Without sequence","41.27","",""
"08/01/2023 02:00:00 - 08/01/2023 03:00:00","BZN|NO5","Without sequence","22.18","",""
"08/01/2023 03:00:00 - 08/01/2023 04:00:00","BZN|NO5","Without sequence","21.45","",""
"08/01/2023 04:00:00 - 08/01/2023 05:00:00","BZN|NO5","Without sequence","11.07","",""
"08/01/2023 05:00:00 - 08/01/2023 06:00:00","BZN|NO5","Without sequence","18.71","",""
"08/01/2023 06:00:00 - 08/01/2023 07:00:00","BZN|NO5","Without sequence","23.25","",""
"08/01/2023 07:00:00 - 08/01/2023 08:00:00","BZN|NO5","Without sequence","24.08","",""
"08/01/2023 08:00:00 - 08/01/2023 09:00:00","BZN|NO5","Without sequence","51.18","",""
"08/01/2023 09:00:00 - 08/01/2023 10:00:00","BZN|NO5","Without sequence","85.28","",""
"08/01/2023 10:00:00 - 08/01/2023 11:00:00","BZN|NO5","Without sequence","96.7","",""
"08/01/2023 11:00:00 - 08/01/2023 12:00:00","BZN|NO5","Without sequence","106.34","",""
"08/01/2023 12:00:00 - 08/01/2023 13:00:00","BZN|NO5","Without sequence","104.94","",""
"08/01/2023 13:00:00 - 08/01/2023 14:00:00","BZN|NO5","Without sequence","102.17","",""
"08/01/2023 14:00:00 - 08/01/2023 15:00:00","BZN|NO5","Without sequence","107.53","",""
"08/01/2023 15:00:00 - 08/01/2023 16:00:00","BZN|NO5","Without sequence","106.95","",""
"08/01/2023 16:00:00 - 08/01/2023 17:00:00","BZN|NO5","Without sequence","112.02","",""
"08/01/2023 17:00:00 - 08/01/2023 18:00:00","BZN|NO5","Without sequence","118.04","",""
"08/01/2023 18:00:00 - 08/01/2023 19:00:00","BZN|NO5","Without sequence","119.12","",""
"08/01/2023 19:00:00 - 08/01/2023 20:00:00","BZN|NO5","Without sequence","112.6","",""
"08/01/2023 20:00:00 - 08/01/2023 21:00:00","BZN|NO5","Without sequence","107.26","",""
"08/01/2023 21:00:00 - 08/01/2023 22:00:00","BZN|NO5","Without sequence","101.58","",""
"08/01/2023 22:00:00 - 08/01/2023 23:00:00","BZN|NO5","Without sequence","102.34","",""
"08/01/2023 23:00:00 - 09/01/2023 00:00:00","BZN|NO5","Without sequence","84.03","",""
"09/01/2023 00:00:00 - 09/01/2023 01:00:00","BZN|NO5","Without sequence","77.61","",""
"09/01/2023 01:00:00 - 09/01/2023 02:00:00","BZN|NO5","Without sequence","71.91","",""
"09/01/2023 02:00:00 - 09/01/2023 03:00:00","BZN|NO5","Without sequence","62.27","",""
"09/01/2023 03:00:00 - 09/01/2023 04:00:00","BZN|NO5","Without sequence","49.09","",""
"09/01/2023 04:00:00 - 09/01/2023 05:00:00","BZN|NO5","Without sequence","74.0","",""
"09/01/2023 05:00:00 - 09/01/2023 06:00:00","BZN|NO5","Without sequence","93.37","",""
"09/01/2023 06:00:00 - 09/01/2023 07:00:00","BZN|NO5","Without sequence","110.35","",""
"09/01/2023 07:00:00 - 09/01/2023 08:00:00","BZN|NO5","Without sequence","128.36","",""
"09/01/2023 08:00:00 - 09/01/2023 09:00:00","BZN|NO5","Without sequence","147.32","",""
"09/01/2023 09:00:00 - 09/01/2023 10:00:00","BZN|NO5","Without sequence","161.06","",""
"09/01/2023 10:00:00 - 09/01/2023 11:00:00","BZN|NO5","Without sequence","154.14","",""
"09/01/2023 11:00:00 - 09/01/2023 12:00:00","BZN|NO5","Without sequence","155.31","",""
"09/01/2023 12:00:00 - 09/01/2023 13:00:00","BZN|NO5","Without sequence","136.49","",""
"09/01/2023 13:00:00 - 09/01/2023 14:00:00","BZN|NO5","Without sequence","133.96","",""
"09/01/2023 14:00:00 - 09/01/2023 15:00:00","BZN|NO5","Without sequence","139.12","",""
"09/01/2023 15:00:00 - 09/01/2023 16:00:00","BZN|NO5","Without sequence","146.39","",""
"09/01/2023 16:00:00 - 09/01/2023 17:00:00","BZN|NO5","Without sequence","156.85","",""
"09/01/2023 17:00:00 - 09/01/2023 18:00:00","BZN|NO5","Without sequence","164.68","",""
"09/01/2023 18:00:00 - 09/01/2023 19:00:00","BZN|NO5","Without sequence","163.34","",""
"09/01/2023 19:00:00 - 09/01/2023 20:00:00","BZN|NO5","Without sequence","157.7","",""
"09/01/2023 20:00:00 - 09/01/2023 21:00:00","BZN|NO5","Without sequence","145.07","",""
"09/01/2023 21:00:00 - 09/01/2023 22:00:00","BZN|NO5","Without sequence","134.63","",""
"09/01/2023 22:00:00 - 09/01/2023 23:00:00","BZN|NO5","Without sequence","128.11","",""
"09/01/2023 23:00:00 - 10/01/2023 00:00:00","BZN|NO5","Without sequence","111.89","",""
"10/01/2023 00:00:00 - 10/01/2023 01:00:00","BZN|NO5","Without sequence","109.3","",""
"10/01/2023 01:00:00 - 10/01/2023 02:00:00","BZN|NO5","Without sequence","99.91","",""
"10/01/2023 02:00:00 - 10/01/2023 03:00:00","BZN|NO5","Without sequence","98.18","",""
"10/01/2023 03:00:00 - 10/01/2023 04:00:00","BZN|NO5","Without sequence","93.26","",""
"10/01/2023 04:00:00 - 10/01/2023 05:00:00","BZN|NO5","Without sequence","99.91","",""
"10/01/2023 05:00:00 - 10/01/2023 06:00:00","BZN|NO5","Without sequence","112.05","",""
"10/01/2023 06:00:00 - 10/01/2023 07:00:00","BZN|NO5","Without sequence","132.65","",""
"10/01/2023 07:00:00 - 10/01/2023 08:00:00","BZN|NO5","Without sequence","149.94","",""
"10/01/2023 08:00:00 - 10/01/2023 09:00:00","BZN|NO5","Without sequence","160.53","",""
"10/01/2023 09:00:00 - 10/01/2023 10:00:00","BZN|NO5","Without sequence","155.77","",""
"10/01/2023 10:00:00 - 10/01/2023 11:00:00","BZN|NO5","Without sequence","149.94","",""
"10/01/2023 11:00:00 - 10/01/2023 12:00:00","BZN|NO5","Without sequence","141.91","",""
"10/01/2023 12:00:00 - 10/01/2023 13:00:00","BZN|NO5","Without sequence","140.07","",""
"10/01/2023 13:00:00 - 10/01/2023 14:00:00","BZN|NO5","Without sequence","139.97","",""
"10/01/2023 14:00:00 - 10/01/2023 15:00:00","BZN|NO5","Without sequence","141.19","",""
"10/01/2023 15:00:00 - 10/01/2023 16:00:00","BZN|NO5","Without sequence","141.69","",""
"10/01/2023 16:00:00 - 10/01/2023 17:00:00","BZN|NO5","Without sequence","139.31","",""
"10/01/2023 17:00:00 - 10/01/2023 18:00:00","BZN|NO5","Without sequence","142.1","",""
"10/01/2023 18:00:00 - 10/01/2023 19:00:00","BZN|NO5","Without sequence","137.08","",""
"10/01/2023 19:00:00 - 10/01/2023 20:00:00","BZN|NO5","Without sequence","121.46","",""
"10/01/2023 20:00:00 - 10/01/2023 21:00:00","BZN|NO5","Without sequence","109.13","",""
"10/01/2023 21:00:00 - 10/01/2023 22:00:00","BZN|NO5","Without sequence","97.3","",""
"10/01/2023 22:00:00 - 10/01/2023 23:00:00","BZN|NO5","Without sequence","83.91","",""
"10/01/2023 23:00:00 - 11/01/2023 00:00:00","BZN|NO5","Without sequence","55.77","",""
"11/01/2023 00:00:00 - 11/01/2023 01:00:00","BZN|NO5","Without sequence","53.03","",""
"11/01/2023 01:00:00 - 11/01/2023 02:00:00","BZN|NO5","Without sequence","53.38","",""
"11/01/2023 02:00:00 - 11/01/2023 03:00:00","BZN|NO5","Without sequence","51.6","",""
"11/01/2023 03:00:00 - 11/01/2023 04:00:00","BZN|NO5","Without sequence","50.63","",""
"11/01/2023 04:00:00 - 11/01/2023 05:00:00","BZN|NO5","Without sequence","49.69","",""
"11/01/2023 05:00:00 - 11/01/2023 06:00:00","BZN|NO5","Without sequence","44.96","",""
"11/01/2023 06:00:00 - 11/01/2023 07:00:00","BZN|NO5","Without sequence","61.81","",""
"11/01/2023 07:00:00 - 11/01/2023 08:00:00","BZN|NO5","Without sequence","99.43","",""
"11/01/2023 08:00:00 - 11/01/2023 09:00:00","BZN|NO5","Without sequence","119.12","",""
"11/01/2023 09:00:00 - 11/01/2023 10:00:00","BZN|NO5","Without sequence","126.54","",""
"11/01/2023 10:00:00 - 11/01/2023 11:00:00","BZN|NO5","Without sequence","127.63","",""
"11/01/2023 11:00:00 - 11/01/2023 12:00:00","BZN|NO5","Without sequence","124.81","",""
"11/01/2023 12:00:00 - 11/01/2023 13:00:00","BZN|NO5","Without sequence","116.99","",""
"11/01/2023 13:00:00 - 11/01/2023 14:00:00","BZN|NO5","Without sequence","113.17","",""
"11/01/2023 14:00:00 - 11/01/2023 15:00:00","BZN|NO5","Without sequence","115.74","",""
"11/01/2023 15:00:00 - 11/01/2023 16:00:00","BZN|NO5","Without sequence","117.7","",""
"11/01/2023 16:00:00 - 11/01/2023 17:00:00","BZN|NO5","Without sequence","119.2","",""
"11/01/2023 17:00:00 - 11/01/2023 18:00:00","BZN|NO5","Without sequence","128.28","",""
"11/01/2023 18:00:00 - 11/01/2023 19:00:00","BZN|NO5","Without sequence","128.76","",""
"11/01/2023 19:00:00 - 11/01/2023 20:00:00","BZN|NO5","Without sequence","122.7","",""
"11/01/2023 20:00:00 - 11/01/2023 21:00:00","BZN|NO5","Without sequence","114.56","",""
"11/01/2023 21:00:00 - 11/01/2023 22:00:00","BZN|NO5","Without sequence","101.23","",""
"11/01/2023 22:00:00 - 11/01/2023 23:00:00","BZN|NO5","Without sequence","94.64","",""
"11/01/2023 23:00:00 - 12/01/2023 00:00:00","BZN|NO5","Without sequence","71.51","",""
"12/01/2023 00:00:00 - 12/01/2023 01:00:00","BZN|NO5","Without sequence","70.81","",""
"12/01/2023 01:00:00 - 12/01/2023 02:00:00","BZN|NO5","Without sequence","58.88","",""
"12/01/2023 02:00:00 - 12/01/2023 03:00:00","BZN|NO5","Without sequence","57.91","",""
"12/01/2023 03:00:00 - 12/01/2023 04:00:00","BZN|NO5","Without sequence","57.62","",""
"12/01/2023 04:00:00 - 12/01/2023 05:00:00","BZN|NO5","Without sequence","57.53","",""
"12/01/2023 05:00:00 - 12/01/2023 06:00:00","BZN|NO5","Without sequence","58.83","",""
"12/01/2023 06:00:00 - 12/01/2023 07:00:00","BZN|NO5","Without sequence","91.83","",""
"12/01/2023 07:00:00 - 12/01/2023 08:00:00","BZN|NO5","Without sequence","111.55","",""
"12/01/2023 08:00:00 - 12/01/2023 09:00:00","BZN|NO5","Without sequence","108.17","",""
"12/01/2023 09:00:00 - 12/01/2023 10:00:00","BZN|NO5","Without sequence","103.05","",""
"12/01/2023 10:00:00 - 12/01/2023 11:00:00","BZN|NO5","Without sequence","102.79","",""
"12/01/2023 11:00:00 - 12/01/2023 12:00:00","BZN|NO5","Without sequence","104.12","",""
"12/01/2023 12:00:00 - 12/01/2023 13:00:00","BZN|NO5","Without sequence","103.18","",""
