"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"09/02/2021 20:00:00 - 09/02/2021 21:00:00","BZN|NO5","Without sequence","68.78","",""
"09/02/2021 21:00:00 - 09/02/2021 22:00:00","BZN|NO5","Without sequence","58.01","",""
"09/02/2021 22:00:00 - 09/02/2021 23:00:00","BZN|NO5","Without sequence","55.67","",""
"09/02/2021 23:00:00 - 10/02/2021 00:00:00","BZN|NO5","Without sequence","50.09","",""
"10/02/2021 00:00:00 - 10/02/2021 01:00:00","BZN|NO5","Without sequence","51.5","",""
"10/02/2021 01:00:00 - 10/02/2021 02:00:00","BZN|NO5","Without sequence","49.55","",""
"10/02/2021 02:00:00 - 10/02/2021 03:00:00","BZN|NO5","Without sequence","48.35","",""
"10/02/2021 03:00:00 - 10/02/2021 04:00:00","BZN|NO5","Without sequence","47.5","",""
"10/02/2021 04:00:00 - 10/02/2021 05:00:00","BZN|NO5","Without sequence","47.68","",""
"10/02/2021 05:00:00 - 10/02/2021 06:00:00","BZN|NO5","Without sequence","49.2","",""
"10/02/2021 06:00:00 - 10/02/2021 07:00:00","BZN|NO5","Without sequence","60.0","",""
"10/02/2021 07:00:00 - 10/02/2021 08:00:00","BZN|NO5","Without sequence","80.05","",""
"10/02/2021 08:00:00 - 10/02/2021 09:00:00","BZN|NO5","Without sequence","94.6","",""
"10/02/2021 09:00:00 - 10/02/2021 10:00:00","BZN|NO5","Without sequence","98.62","",""
"10/02/2021 10:00:00 - 10/02/2021 11:00:00","BZN|NO5","Without sequence","93.68","",""
"10/02/2021 11:00:00 - 10/02/2021 12:00:00","BZN|NO5","Without sequence","88.32","",""
"10/02/2021 12:00:00 - 10/02/2021 13:00:00","BZN|NO5","Without sequence","79.99","",""
"10/02/2021 13:00:00 - 10/02/2021 14:00:00","BZN|NO5","Without sequence","75.91","",""
"10/02/2021 14:00:00 - 10/02/2021 15:00:00","BZN|NO5","Without sequence","74.96","",""
"10/02/2021 15:00:00 - 10/02/2021 16:00:00","BZN|NO5","Without sequence","76.19","",""
"10/02/2021 16:00:00 - 10/02/2021 17:00:00","BZN|NO5","Without sequence","80.18","",""
"10/02/2021 17:00:00 - 10/02/2021 18:00:00","BZN|NO5","Without sequence","94.15","",""
"10/02/2021 18:00:00 - 10/02/2021 19:00:00","BZN|NO5","Without sequence","109.86","",""
"10/02/2021 19:00:00 - 10/02/2021 20:00:00","BZN|NO5","Without sequence","88.09","",""
"10/02/2021 20:00:00 - 10/02/2021 21:00:00","BZN|NO5","Without sequence","73.26","",""
"10/02/2021 21:00:00 - 10/02/2021 22:00:00","BZN|NO5","Without sequence","64.19","",""
"10/02/2021 22:00:00 - 10/02/2021 23:00:00","BZN|NO5","Without sequence","58.65","",""
"10/02/2021 23:00:00 - 11/02/2021 00:00:00","BZN|NO5","Without sequence","53.14","",""
"11/02/2021 00:00:00 - 11/02/2021 01:00:00","BZN|NO5","Without sequence","55.64","",""
"11/02/2021 01:00:00 - 11/02/2021 02:00:00","BZN|NO5","Without sequence","53.13","",""
"11/02/2021 02:00:00 - 11/02/2021 03:00:00","BZN|NO5","Without sequence","51.66","",""
"11/02/2021 03:00:00 - 11/02/2021 04:00:00","BZN|NO5","Without sequence","50.04","",""
"11/02/2021 04:00:00 - 11/02/2021 05:00:00","BZN|NO5","Without sequence","50.02","",""
"11/02/2021 05:00:00 - 11/02/2021 06:00:00","BZN|NO5","Without sequence","57.41","",""
"11/02/2021 06:00:00 - 11/02/2021 07:00:00","BZN|NO5","Without sequence","72.64","",""
"11/02/2021 07:00:00 - 11/02/2021 08:00:00","BZN|NO5","Without sequence","170.38","",""
"11/02/2021 08:00:00 - 11/02/2021 09:00:00","BZN|NO5","Without sequence","238.7","",""
"11/02/2021 09:00:00 - 11/02/2021 10:00:00","BZN|NO5","Without sequence","197.77","",""
"11/02/2021 10:00:00 - 11/02/2021 11:00:00","BZN|NO5","Without sequence","128.94","",""
"11/02/2021 11:00:00 - 11/02/2021 12:00:00","BZN|NO5","Without sequence","95.68","",""
"11/02/2021 12:00:00 - 11/02/2021 13:00:00","BZN|NO5","Without sequence","82.5","",""
"11/02/2021 13:00:00 - 11/02/2021 14:00:00","BZN|NO5","Without sequence","74.99","",""
"11/02/2021 14:00:00 - 11/02/2021 15:00:00","BZN|NO5","Without sequence","81.3","",""
"11/02/2021 15:00:00 - 11/02/2021 16:00:00","BZN|NO5","Without sequence","87.68","",""
"11/02/2021 16:00:00 - 11/02/2021 17:00:00","BZN|NO5","Without sequence","111.6","",""
"11/02/2021 17:00:00 - 11/02/2021 18:00:00","BZN|NO5","Without sequence","197.19","",""
"11/02/2021 18:00:00 - 11/02/2021 19:00:00","BZN|NO5","Without sequence","155.4","",""
"11/02/2021 19:00:00 - 11/02/2021 20:00:00","BZN|NO5","Without sequence","99.31","",""
"11/02/2021 20:00:00 - 11/02/2021 21:00:00","BZN|NO5","Without sequence","76.16","",""
"11/02/2021 21:00:00 - 11/02/2021 22:00:00","BZN|NO5","Without sequence","63.83","",""
"11/02/2021 22:00:00 - 11/02/2021 23:00:00","BZN|NO5","Without sequence","59.1","",""
"11/02/2021 23:00:00 - 12/02/2021 00:00:00","BZN|NO5","Without sequence","53.69","",""
"12/02/2021 00:00:00 - 12/02/2021 01:00:00","BZN|NO5","Without sequence","51.05","",""
"12/02/2021 01:00:00 - 12/02/2021 02:00:00","BZN|NO5","Without sequence","49.09","",""
"12/02/2021 02:00:00 - 12/02/2021 03:00:00","BZN|NO5","Without sequence","49.22","",""
"12/02/2021 03:00:00 - 12/02/2021 04:00:00","BZN|NO5","Without sequence","48.14","",""
"12/02/2021 04:00:00 - 12/02/2021 05:00:00","BZN|NO5","Without sequence","47.77","",""
"12/02/2021 05:00:00 - 12/02/2021 06:00:00","BZN|NO5","Without sequence","50.17","",""
"12/02/2021 06:00:00 - 12/02/2021 07:00:00","BZN|NO5","Without sequence","62.9","",""
"12/02/2021 07:00:00 - 12/02/2021 08:00:00","BZN|NO5","Without sequence","170.3","",""
"12/02/2021 08:00:00 - 12/02/2021 09:00:00","BZN|NO5","Without sequence","249.98","",""
"12/02/2021 09:00:00 - 12/02/2021 10:00:00","BZN|NO5","Without sequence","198.22","",""
"12/02/2021 10:00:00 - 12/02/2021 11:00:00","BZN|NO5","Without sequence","117.97","",""
"12/02/2021 11:00:00 - 12/02/2021 12:00:00","BZN|NO5","Without sequence","78.02","",""
"12/02/2021 12:00:00 - 12/02/2021 13:00:00","BZN|NO5","Without sequence","71.04","",""
"12/02/2021 13:00:00 - 12/02/2021 14:00:00","BZN|NO5","Without sequence","59.48","",""
"12/02/2021 14:00:00 - 12/02/2021 15:00:00","BZN|NO5","Without sequence","58.81","",""
"12/02/2021 15:00:00 - 12/02/2021 16:00:00","BZN|NO5","Without sequence","58.16","",""
"12/02/2021 16:00:00 - 12/02/2021 17:00:00","BZN|NO5","Without sequence","65.73","",""
"12/02/2021 17:00:00 - 12/02/2021 18:00:00","BZN|NO5","Without sequence","72.99","",""
"12/02/2021 18:00:00 - 12/02/2021 19:00:00","BZN|NO5","Without sequence","79.95","",""
"12/02/2021 19:00:00 - 12/02/2021 20:00:00","BZN|NO5","Without sequence","70.14","",""
"12/02/2021 20:00:00 - 12/02/2021 21:00:00","BZN|NO5","Without sequence","61.26","",""
"12/02/2021 21:00:00 - 12/02/2021 22:00:00","BZN|NO5","Without sequence","55.48","",""
"12/02/2021 22:00:00 - 12/02/2021 23:00:00","BZN|NO5","Without sequence","54.01","",""
"12/02/2021 23:00:00 - 13/02/2021 00:00:00","BZN|NO5","Without sequence","48.54","",""
"13/02/2021 00:00:00 - 13/02/2021 01:00:00","BZN|NO5","Without sequence","48.07","",""
"13/02/2021 01:00:00 - 13/02/2021 02:00:00","BZN|NO5","Without sequence","47.14","",""
"13/02/2021 02:00:00 - 13/02/2021 03:00:00","BZN|NO5","Without sequence","47.02","",""
"13/02/2021 03:00:00 - 13/02/2021 04:00:00","BZN|NO5","Without sequence","45.58","",""
"13/02/2021 04:00:00 - 13/02/2021 05:00:00","BZN|NO5","Without sequence","44.68","",""
"13/02/2021 05:00:00 - 13/02/2021 06:00:00","BZN|NO5","Without sequence","45.42","",""
"13/02/2021 06:00:00 - 13/02/2021 07:00:00","BZN|NO5","Without sequence","45.72","",""
"13/02/2021 07:00:00 - 13/02/2021 08:00:00","BZN|NO5","Without sequence","48.87","",""
"13/02/2021 08:00:00 - 13/02/2021 09:00:00","BZN|NO5","Without sequence","60.02","",""
"13/02/2021 09:00:00 - 13/02/2021 10:00:00","BZN|NO5","Without sequence","64.54","",""
"13/02/2021 10:00:00 - 13/02/2021 11:00:00","BZN|NO5","Without sequence","62.67","",""
"13/02/2021 11:00:00 - 13/02/2021 12:00:00","BZN|NO5","Without sequence","58.71","",""
"13/02/2021 12:00:00 - 13/02/2021 13:00:00","BZN|NO5","Without sequence","50.06","",""
"13/02/2021 13:00:00 - 13/02/2021 14:00:00","BZN|NO5","Without sequence","47.16","",""
"13/02/2021 14:00:00 - 13/02/2021 15:00:00","BZN|NO5","Without sequence","47.07","",""
"13/02/2021 15:00:00 - 13/02/2021 16:00:00","BZN|NO5","Without sequence","48.34","",""
"13/02/2021 16:00:00 - 13/02/2021 17:00:00","BZN|NO5","Without sequence","54.79","",""
"13/02/2021 17:00:00 - 13/02/2021 18:00:00","BZN|NO5","Without sequence","64.38","",""
"13/02/2021 18:00:00 - 13/02/2021 19:00:00","BZN|NO5","Without sequence","72.96","",""
"13/02/2021 19:00:00 - 13/02/2021 20:00:00","BZN|NO5","Without sequence","69.0","",""
"13/02/2021 20:00:00 - 13/02/2021 21:00:00","BZN|NO5","Without sequence","58.49","",""
"13/02/2021 21:00:00 - 13/02/2021 22:00:00","BZN|NO5","Without sequence","50.92","",""
"13/02/2021 22:00:00 - 13/02/2021 23:00:00","BZN|NO5","Without sequence","49.24","",""
"13/02/2021 23:00:00 - 14/02/2021 00:00:00","BZN|NO5","Without sequence","46.34","",""
"14/02/2021 00:00:00 - 14/02/2021 01:00:00","BZN|NO5","Without sequence","45.72","",""
"14/02/2021 01:00:00 - 14/02/2021 02:00:00","BZN|NO5","Without sequence","44.61","",""
"14/02/2021 02:00:00 - 14/02/2021 03:00:00","BZN|NO5","Without sequence","43.6","",""
"14/02/2021 03:00:00 - 14/02/2021 04:00:00","BZN|NO5","Without sequence","42.9","",""
"14/02/2021 04:00:00 - 14/02/2021 05:00:00","BZN|NO5","Without sequence","42.37","",""
"14/02/2021 05:00:00 - 14/02/2021 06:00:00","BZN|NO5","Without sequence","42.14","",""
"14/02/2021 06:00:00 - 14/02/2021 07:00:00","BZN|NO5","Without sequence","42.53","",""
"14/02/2021 07:00:00 - 14/02/2021 08:00:00","BZN|NO5","Without sequence","43.61","",""
"14/02/2021 08:00:00 - 14/02/2021 09:00:00","BZN|NO5","Without sequence","45.97","",""
"14/02/2021 09:00:00 - 14/02/2021 10:00:00","BZN|NO5","Without sequence","46.4","",""
"14/02/2021 10:00:00 - 14/02/2021 11:00:00","BZN|NO5","Without sequence","46.13","",""
"14/02/2021 11:00:00 - 14/02/2021 12:00:00","BZN|NO5","Without sequence","46.07","",""
"14/02/2021 12:00:00 - 14/02/2021 13:00:00","BZN|NO5","Without sequence","45.13","",""
"14/02/2021 13:00:00 - 14/02/2021 14:00:00","BZN|NO5","Without sequence","43.59","",""
"14/02/2021 14:00:00 - 14/02/2021 15:00:00","BZN|NO5","Without sequence","42.52","",""
"14/02/2021 15:00:00 - 14/02/2021 16:00:00","BZN|NO5","Without sequence","43.84","",""
"14/02/2021 16:00:00 - 14/02/2021 17:00:00","BZN|NO5","Without sequence","46.11","",""
"14/02/2021 17:00:00 - 14/02/2021 18:00:00","BZN|NO5","Without sequence","56.39","",""
"14/02/2021 18:00:00 - 14/02/2021 19:00:00","BZN|NO5","Without sequence","63.56","",""
"14/02/2021 19:00:00 - 14/02/2021 20:00:00","BZN|NO5","Without sequence","58.5","",""
"14/02/2021 20:00:00 - 14/02/2021 21:00:00","BZN|NO5","Without sequence","49.53","",""
"14/02/2021 21:00:00 - 14/02/2021 22:00:00","BZN|NO5","Without sequence","46.26","",""
"14/02/2021 22:00:00 - 14/02/2021 23:00:00","BZN|NO5","Without sequence","45.74","",""
"14/02/2021 23:00:00 - 15/02/2021 00:00:00","BZN|NO5","Without sequence","42.8","",""
"15/02/2021 00:00:00 - 15/02/2021 01:00:00","BZN|NO5","Without sequence","39.15","",""
"15/02/2021 01:00:00 - 15/02/2021 02:00:00","BZN|NO5","Without sequence","38.62","",""
"15/02/2021 02:00:00 - 15/02/2021 03:00:00","BZN|NO5","Without sequence","37.98","",""
"15/02/2021 03:00:00 - 15/02/2021 04:00:00","BZN|NO5","Without sequence","37.49","",""
"15/02/2021 04:00:00 - 15/02/2021 05:00:00","BZN|NO5","Without sequence","39.05","",""
"15/02/2021 05:00:00 - 15/02/2021 06:00:00","BZN|NO5","Without sequence","43.91","",""
"15/02/2021 06:00:00 - 15/02/2021 07:00:00","BZN|NO5","Without sequence","48.68","",""
"15/02/2021 07:00:00 - 15/02/2021 08:00:00","BZN|NO5","Without sequence","99.95","",""
"15/02/2021 08:00:00 - 15/02/2021 09:00:00","BZN|NO5","Without sequence","197.97","",""
"15/02/2021 09:00:00 - 15/02/2021 10:00:00","BZN|NO5","Without sequence","110.86","",""
"15/02/2021 10:00:00 - 15/02/2021 11:00:00","BZN|NO5","Without sequence","91.52","",""
"15/02/2021 11:00:00 - 15/02/2021 12:00:00","BZN|NO5","Without sequence","69.73","",""
"15/02/2021 12:00:00 - 15/02/2021 13:00:00","BZN|NO5","Without sequence","59.32","",""
"15/02/2021 13:00:00 - 15/02/2021 14:00:00","BZN|NO5","Without sequence","56.44","",""
"15/02/2021 14:00:00 - 15/02/2021 15:00:00","BZN|NO5","Without sequence","50.28","",""
"15/02/2021 15:00:00 - 15/02/2021 16:00:00","BZN|NO5","Without sequence","49.14","",""
"15/02/2021 16:00:00 - 15/02/2021 17:00:00","BZN|NO5","Without sequence","51.02","",""
"15/02/2021 17:00:00 - 15/02/2021 18:00:00","BZN|NO5","Without sequence","73.49","",""
"15/02/2021 18:00:00 - 15/02/2021 19:00:00","BZN|NO5","Without sequence","69.72","",""
"15/02/2021 19:00:00 - 15/02/2021 20:00:00","BZN|NO5","Without sequence","62.4","",""
"15/02/2021 20:00:00 - 15/02/2021 21:00:00","BZN|NO5","Without sequence","55.66","",""
"15/02/2021 21:00:00 - 15/02/2021 22:00:00","BZN|NO5","Without sequence","48.2","",""
"15/02/2021 22:00:00 - 15/02/2021 23:00:00","BZN|NO5","Without sequence","50.01","",""
"15/02/2021 23:00:00 - 16/02/2021 00:00:00","BZN|NO5","Without sequence","46.11","",""
"16/02/2021 00:00:00 - 16/02/2021 01:00:00","BZN|NO5","Without sequence","45.18","",""
"16/02/2021 01:00:00 - 16/02/2021 02:00:00","BZN|NO5","Without sequence","44.28","",""
"16/02/2021 02:00:00 - 16/02/2021 03:00:00","BZN|NO5","Without sequence","43.52","",""
"16/02/2021 03:00:00 - 16/02/2021 04:00:00","BZN|NO5","Without sequence","42.22","",""
"16/02/2021 04:00:00 - 16/02/2021 05:00:00","BZN|NO5","Without sequence","42.35","",""
"16/02/2021 05:00:00 - 16/02/2021 06:00:00","BZN|NO5","Without sequence","44.97","",""
"16/02/2021 06:00:00 - 16/02/2021 07:00:00","BZN|NO5","Without sequence","50.34","",""
"16/02/2021 07:00:00 - 16/02/2021 08:00:00","BZN|NO5","Without sequence","65.58","",""
"16/02/2021 08:00:00 - 16/02/2021 09:00:00","BZN|NO5","Without sequence","79.05","",""
"16/02/2021 09:00:00 - 16/02/2021 10:00:00","BZN|NO5","Without sequence","79.91","",""
"16/02/2021 10:00:00 - 16/02/2021 11:00:00","BZN|NO5","Without sequence","79.95","",""
"16/02/2021 11:00:00 - 16/02/2021 12:00:00","BZN|NO5","Without sequence","63.85","",""
"16/02/2021 12:00:00 - 16/02/2021 13:00:00","BZN|NO5","Without sequence","59.43","",""
"16/02/2021 13:00:00 - 16/02/2021 14:00:00","BZN|NO5","Without sequence","55.66","",""
"16/02/2021 14:00:00 - 16/02/2021 15:00:00","BZN|NO5","Without sequence","50.51","",""
"16/02/2021 15:00:00 - 16/02/2021 16:00:00","BZN|NO5","Without sequence","49.6","",""
"16/02/2021 16:00:00 - 16/02/2021 17:00:00","BZN|NO5","Without sequence","52.78","",""
"16/02/2021 17:00:00 - 16/02/2021 18:00:00","BZN|NO5","Without sequence","59.62","",""
"16/02/2021 18:00:00 - 16/02/2021 19:00:00","BZN|NO5","Without sequence","60.76","",""
"16/02/2021 19:00:00 - 16/02/2021 20:00:00","BZN|NO5","Without sequence","53.56","",""
"16/02/2021 20:00:00 - 16/02/2021 21:00:00","BZN|NO5","Without sequence","48.86","",""
"16/02/2021 21:00:00 - 16/02/2021 22:00:00","BZN|NO5","Without sequence","48.24","",""
"16/02/2021 22:00:00 - 16/02/2021 23:00:00","BZN|NO5","Without sequence","47.38","",""
"16/02/2021 23:00:00 - 17/02/2021 00:00:00","BZN|NO5","Without sequence","43.05","",""
"17/02/2021 00:00:00 - 17/02/2021 01:00:00","BZN|NO5","Without sequence","42.01","",""
"17/02/2021 01:00:00 - 17/02/2021 02:00:00","BZN|NO5","Without sequence","41.36","",""
"17/02/2021 02:00:00 - 17/02/2021 03:00:00","BZN|NO5","Without sequence","40.0","",""
"17/02/2021 03:00:00 - 17/02/2021 04:00:00","BZN|NO5","Without sequence","37.4","",""
"17/02/2021 04:00:00 - 17/02/2021 05:00:00","BZN|NO5","Without sequence","38.04","",""
"17/02/2021 05:00:00 - 17/02/2021 06:00:00","BZN|NO5","Without sequence","38.69","",""
"17/02/2021 06:00:00 - 17/02/2021 07:00:00","BZN|NO5","Without sequence","40.61","",""
"17/02/2021 07:00:00 - 17/02/2021 08:00:00","BZN|NO5","Without sequence","52.12","",""
"17/02/2021 08:00:00 - 17/02/2021 09:00:00","BZN|NO5","Without sequence","60.08","",""
"17/02/2021 09:00:00 - 17/02/2021 10:00:00","BZN|NO5","Without sequence","61.19","",""
"17/02/2021 10:00:00 - 17/02/2021 11:00:00","BZN|NO5","Without sequence","56.39","",""
"17/02/2021 11:00:00 - 17/02/2021 12:00:00","BZN|NO5","Without sequence","51.8","",""
"17/02/2021 12:00:00 - 17/02/2021 13:00:00","BZN|NO5","Without sequence","47.6","",""
"17/02/2021 13:00:00 - 17/02/2021 14:00:00","BZN|NO5","Without sequence","45.71","",""
"17/02/2021 14:00:00 - 17/02/2021 15:00:00","BZN|NO5","Without sequence","46.44","",""
"17/02/2021 15:00:00 - 17/02/2021 16:00:00","BZN|NO5","Without sequence","47.34","",""
"17/02/2021 16:00:00 - 17/02/2021 17:00:00","BZN|NO5","Without sequence","53.8","",""
"17/02/2021 17:00:00 - 17/02/2021 18:00:00","BZN|NO5","Without sequence","61.0","",""
"17/02/2021 18:00:00 - 17/02/2021 19:00:00","BZN|NO5","Without sequence","71.27","",""
"17/02/2021 19:00:00 - 17/02/2021 20:00:00","BZN|NO5","Without sequence","65.73","",""
"17/02/2021 20:00:00 - 17/02/2021 21:00:00","BZN|NO5","Without sequence","57.6","",""
"17/02/2021 21:00:00 - 17/02/2021 22:00:00","BZN|NO5","Without sequence","48.37","",""
"17/02/2021 22:00:00 - 17/02/2021 23:00:00","BZN|NO5","Without sequence","47.58","",""
"17/02/2021 23:00:00 - 18/02/2021 00:00:00","BZN|NO5","Without sequence","44.99","",""
"18/02/2021 00:00:00 - 18/02/2021 01:00:00","BZN|NO5","Without sequence","42.26","",""
"18/02/2021 01:00:00 - 18/02/2021 02:00:00","BZN|NO5","Without sequence","41.01","",""
"18/02/2021 02:00:00 - 18/02/2021 03:00:00","BZN|NO5","Without sequence","39.1","",""
"18/02/2021 03:00:00 - 18/02/2021 04:00:00","BZN|NO5","Without sequence","38.77","",""
"18/02/2021 04:00:00 - 18/02/2021 05:00:00","BZN|NO5","Without sequence","37.78","",""
"18/02/2021 05:00:00 - 18/02/2021 06:00:00","BZN|NO5","Without sequence","40.05","",""
"18/02/2021 06:00:00 - 18/02/2021 07:00:00","BZN|NO5","Without sequence","44.54","",""
"18/02/2021 07:00:00 - 18/02/2021 08:00:00","BZN|NO5","Without sequence","58.3","",""
"18/02/2021 08:00:00 - 18/02/2021 09:00:00","BZN|NO5","Without sequence","60.11","",""
"18/02/2021 09:00:00 - 18/02/2021 10:00:00","BZN|NO5","Without sequence","57.43","",""
"18/02/2021 10:00:00 - 18/02/2021 11:00:00","BZN|NO5","Without sequence","49.46","",""
"18/02/2021 11:00:00 - 18/02/2021 12:00:00","BZN|NO5","Without sequence","47.03","",""
"18/02/2021 12:00:00 - 18/02/2021 13:00:00","BZN|NO5","Without sequence","45.38","",""
"18/02/2021 13:00:00 - 18/02/2021 14:00:00","BZN|NO5","Without sequence","43.63","",""
"18/02/2021 14:00:00 - 18/02/2021 15:00:00","BZN|NO5","Without sequence","43.61","",""
"18/02/2021 15:00:00 - 18/02/2021 16:00:00","BZN|NO5","Without sequence","42.64","",""
"18/02/2021 16:00:00 - 18/02/2021 17:00:00","BZN|NO5","Without sequence","43.49","",""
"18/02/2021 17:00:00 - 18/02/2021 18:00:00","BZN|NO5","Without sequence","46.22","",""
"18/02/2021 18:00:00 - 18/02/2021 19:00:00","BZN|NO5","Without sequence","52.33","",""
"18/02/2021 19:00:00 - 18/02/2021 20:00:00","BZN|NO5","Without sequence","46.03","",""
"18/02/2021 20:00:00 - 18/02/2021 21:00:00","BZN|NO5","Without sequence","42.0","",""
"18/02/2021 21:00:00 - 18/02/2021 22:00:00","BZN|NO5","Without sequence","39.42","",""
"18/02/2021 22:00:00 - 18/02/2021 23:00:00","BZN|NO5","Without sequence","37.59","",""
"18/02/2021 23:00:00 - 19/02/2021 00:00:00","BZN|NO5","Without sequence","36.41","",""
"19/02/2021 00:00:00 - 19/02/2021 01:00:00","BZN|NO5","Without sequence","37.1","",""
"19/02/2021 01:00:00 - 19/02/2021 02:00:00","BZN|NO5","Without sequence","37.02","",""
"19/02/2021 02:00:00 - 19/02/2021 03:00:00","BZN|NO5","Without sequence","36.94","",""
"19/02/2021 03:00:00 - 19/02/2021 04:00:00","BZN|NO5","Without sequence","36.63","",""
"19/02/2021 04:00:00 - 19/02/2021 05:00:00","BZN|NO5","Without sequence","37.6","",""
"19/02/2021 05:00:00 - 19/02/2021 06:00:00","BZN|NO5","Without sequence","38.96","",""
"19/02/2021 06:00:00 - 19/02/2021 07:00:00","BZN|NO5","Without sequence","42.93","",""
"19/02/2021 07:00:00 - 19/02/2021 08:00:00","BZN|NO5","Without sequence","54.21","",""
"19/02/2021 08:00:00 - 19/02/2021 09:00:00","BZN|NO5","Without sequence","58.64","",""
"19/02/2021 09:00:00 - 19/02/2021 10:00:00","BZN|NO5","Without sequence","56.32","",""
"19/02/2021 10:00:00 - 19/02/2021 11:00:00","BZN|NO5","Without sequence","51.17","",""
"19/02/2021 11:00:00 - 19/02/2021 12:00:00","BZN|NO5","Without sequence","46.24","",""
"19/02/2021 12:00:00 - 19/02/2021 13:00:00","BZN|NO5","Without sequence","44.84","",""
"19/02/2021 13:00:00 - 19/02/2021 14:00:00","BZN|NO5","Without sequence","43.4","",""
"19/02/2021 14:00:00 - 19/02/2021 15:00:00","BZN|NO5","Without sequence","43.59","",""
"19/02/2021 15:00:00 - 19/02/2021 16:00:00","BZN|NO5","Without sequence","47.21","",""
"19/02/2021 16:00:00 - 19/02/2021 17:00:00","BZN|NO5","Without sequence","55.19","",""
"19/02/2021 17:00:00 - 19/02/2021 18:00:00","BZN|NO5","Without sequence","59.22","",""
"19/02/2021 18:00:00 - 19/02/2021 19:00:00","BZN|NO5","Without sequence","60.72","",""
"19/02/2021 19:00:00 - 19/02/2021 20:00:00","BZN|NO5","Without sequence","56.17","",""
"19/02/2021 20:00:00 - 19/02/2021 21:00:00","BZN|NO5","Without sequence","47.52","",""
"19/02/2021 21:00:00 - 19/02/2021 22:00:00","BZN|NO5","Without sequence","44.47","",""
"19/02/2021 22:00:00 - 19/02/2021 23:00:00","BZN|NO5","Without sequence","43.86","",""
"19/02/2021 23:00:00 - 20/02/2021 00:00:00","BZN|NO5","Without sequence","41.13","",""
"20/02/2021 00:00:00 - 20/02/2021 01:00:00","BZN|NO5","Without sequence","39.51","",""
"20/02/2021 01:00:00 - 20/02/2021 02:00:00","BZN|NO5","Without sequence","37.66","",""
"20/02/2021 02:00:00 - 20/02/2021 03:00:00","BZN|NO5","Without sequence","36.35","",""
"20/02/2021 03:00:00 - 20/02/2021 04:00:00","BZN|NO5","Without sequence","36.06","",""
"20/02/2021 04:00:00 - 20/02/2021 05:00:00","BZN|NO5","Without sequence","36.07","",""
"20/02/2021 05:00:00 - 20/02/2021 06:00:00","BZN|NO5","Without sequence","34.14","",""
"20/02/2021 06:00:00 - 20/02/2021 07:00:00","BZN|NO5","Without sequence","36.13","",""
"20/02/2021 07:00:00 - 20/02/2021 08:00:00","BZN|NO5","Without sequence","37.01","",""
"20/02/2021 08:00:00 - 20/02/2021 09:00:00","BZN|NO5","Without sequence","38.95","",""
"20/02/2021 09:00:00 - 20/02/2021 10:00:00","BZN|NO5","Without sequence","38.13","",""
"20/02/2021 10:00:00 - 20/02/2021 11:00:00","BZN|NO5","Without sequence","36.27","",""
"20/02/2021 11:00:00 - 20/02/2021 12:00:00","BZN|NO5","Without sequence","36.08","",""
"20/02/2021 12:00:00 - 20/02/2021 13:00:00","BZN|NO5","Without sequence","35.47","",""
"20/02/2021 13:00:00 - 20/02/2021 14:00:00","BZN|NO5","Without sequence","34.91","",""
"20/02/2021 14:00:00 - 20/02/2021 15:00:00","BZN|NO5","Without sequence","34.65","",""
"20/02/2021 15:00:00 - 20/02/2021 16:00:00","BZN|NO5","Without sequence","34.45","",""
"20/02/2021 16:00:00 - 20/02/2021 17:00:00","BZN|NO5","Without sequence","36.94","",""
"20/02/2021 17:00:00 - 20/02/2021 18:00:00","BZN|NO5","Without sequence","40.01","",""
"20/02/2021 18:00:00 - 20/02/2021 19:00:00","BZN|NO5","Without sequence","41.27","",""
"20/02/2021 19:00:00 - 20/02/2021 20:00:00","BZN|NO5","Without sequence","39.84","",""
"20/02/2021 20:00:00 - 20/02/2021 21:00:00","BZN|NO5","Without sequence","36.28","",""
"20/02/2021 21:00:00 - 20/02/2021 22:00:00","BZN|NO5","Without sequence","33.29","",""
"20/02/2021 22:00:00 - 20/02/2021 23:00:00","BZN|NO5","Without sequence","32.87","",""
"20/02/2021 23:00:00 - 21/02/2021 00:00:00","BZN|NO5","Without sequence","31.48","",""
"21/02/2021 00:00:00 - 21/02/2021 01:00:00","BZN|NO5","Without sequence","29.94","",""
"21/02/2021 01:00:00 - 21/02/2021 02:00:00","BZN|NO5","Without sequence","29.48","",""
"21/02/2021 02:00:00 - 21/02/2021 03:00:00","BZN|NO5","Without sequence","28.73","",""
"21/02/2021 03:00:00 - 21/02/2021 04:00:00","BZN|NO5","Without sequence","28.67","",""
"21/02/2021 04:00:00 - 21/02/2021 05:00:00","BZN|NO5","Without sequence","29.0","",""
"21/02/2021 05:00:00 - 21/02/2021 06:00:00","BZN|NO5","Without sequence","29.76","",""
"21/02/2021 06:00:00 - 21/02/2021 07:00:00","BZN|NO5","Without sequence","29.91","",""
"21/02/2021 07:00:00 - 21/02/2021 08:00:00","BZN|NO5","Without sequence","30.04","",""
"21/02/2021 08:00:00 - 21/02/2021 09:00:00","BZN|NO5","Without sequence","32.13","",""
"21/02/2021 09:00:00 - 21/02/2021 10:00:00","BZN|NO5","Without sequence","34.58","",""
