"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"01/01/2024 21:00:00 - 01/01/2024 22:00:00","BZN|NO5","Without sequence","58.27","",""
"01/01/2024 22:00:00 - 01/01/2024 23:00:00","BZN|NO5","Without sequence","52.58","",""
"01/01/2024 23:00:00 - 02/01/2024 00:00:00","BZN|NO5","Without sequence","50.93","",""
"02/01/2024 00:00:00 - 02/01/2024 01:00:00","BZN|NO5","Without sequence","60.28","",""
"02/01/2024 01:00:00 - 02/01/2024 02:00:00","BZN|NO5","Without sequence","58.45","",""
"02/01/2024 02:00:00 - 02/01/2024 03:00:00","BZN|NO5","Without sequence","58.14","",""
"02/01/2024 03:00:00 - 02/01/2024 04:00:00","BZN|NO5","Without sequence","57.55","",""
"02/01/2024 04:00:00 - 02/01/2024 05:00:00","BZN|NO5","Without sequence","58.1","",""
"02/01/2024 05:00:00 - 02/01/2024 06:00:00","BZN|NO5","Without sequence","59.3","",""
"02/01/2024 06:00:00 - 02/01/2024 07:00:00","BZN|NO5","Without sequence","58.55","",""
"02/01/2024 07:00:00 - 02/01/2024 08:00:00","BZN|NO5","Without sequence","62.04","",""
"02/01/2024 08:00:00 - 02/01/2024 09:00:00","BZN|NO5","Without sequence","65.67","",""
"02/01/2024 09:00:00 - 02/01/2024 10:00:00","BZN|NO5","Without sequence","66.8","",""
"02/01/2024 10:00:00 - 02/01/2024 11:00:00","BZN|NO5","Without sequence","71.08","",""
"02/01/2024 11:00:00 - 02/01/2024 12:00:00","BZN|NO5","Without sequence","73.54","",""
"02/01/2024 12:00:00 - 02/01/2024 13:00:00","BZN|NO5","Without sequence","78.16","",""
"02/01/2024 13:00:00 - 02/01/2024 14:00:00","BZN|NO5","Without sequence","78.87","",""
"02/01/2024 14:00:00 - 02/01/2024 15:00:00","BZN|NO5","Without sequence","79.24","",""
"02/01/2024 15:00:00 - 02/01/2024 16:00:00","BZN|NO5","Without sequence","79.96","",""
"02/01/2024 16:00:00 - 02/01/2024 17:00:00","BZN|NO5","Without sequence","81.46","",""
"02/01/2024 17:00:00 - 02/01/2024 18:00:00","BZN|NO5","Without sequence","80.92","",""
"02/01/2024 18:00:00 - 02/01/2024 19:00:00","BZN|NO5","Without sequence","74.95","",""
"02/01/2024 19:00:00 - 02/01/2024 20:00:00","BZN|NO5","Without sequence","66.77","",""
"02/01/2024 20:00:00 - 02/01/2024 21:00:00","BZN|NO5","Without sequence","64.92","",""
"02/01/2024 21:00:00 - 02/01/2024 22:00:00","BZN|NO5","Without sequence","64.43","",""
"02/01/2024 22:00:00 - 02/01/2024 23:00:00","BZN|NO5","Without sequence","62.61","",""
"02/01/2024 23:00:00 - 03/01/2024 00:00:00","BZN|NO5","Without sequence","59.24","",""
"03/01/2024 00:00:00 - 03/01/2024 01:00:00","BZN|NO5","Without sequence","58.0","",""
"03/01/2024 01:00:00 - 03/01/2024 02:00:00","BZN|NO5","Without sequence","58.39","",""
"03/01/2024 02:00:00 - 03/01/2024 03:00:00","BZN|NO5","Without sequence","58.41","",""
"03/01/2024 03:00:00 - 03/01/2024 04:00:00","BZN|NO5","Without sequence","55.84","",""
"03/01/2024 04:00:00 - 03/01/2024 05:00:00","BZN|NO5","Without sequence","54.53","",""
"03/01/2024 05:00:00 - 03/01/2024 06:00:00","BZN|NO5","Without sequence","58.41","",""
"03/01/2024 06:00:00 - 03/01/2024 07:00:00","BZN|NO5","Without sequence","62.7","",""
"03/01/2024 07:00:00 - 03/01/2024 08:00:00","BZN|NO5","Without sequence","64.81","",""
"03/01/2024 08:00:00 - 03/01/2024 09:00:00","BZN|NO5","Without sequence","65.6","",""
"03/01/2024 09:00:00 - 03/01/2024 10:00:00","BZN|NO5","Without sequence","65.94","",""
"03/01/2024 10:00:00 - 03/01/2024 11:00:00","BZN|NO5","Without sequence","66.42","",""
"03/01/2024 11:00:00 - 03/01/2024 12:00:00","BZN|NO5","Without sequence","65.93","",""
"03/01/2024 12:00:00 - 03/01/2024 13:00:00","BZN|NO5","Without sequence","65.6","",""
"03/01/2024 13:00:00 - 03/01/2024 14:00:00","BZN|NO5","Without sequence","65.43","",""
"03/01/2024 14:00:00 - 03/01/2024 15:00:00","BZN|NO5","Without sequence","65.76","",""
"03/01/2024 15:00:00 - 03/01/2024 16:00:00","BZN|NO5","Without sequence","69.38","",""
"03/01/2024 16:00:00 - 03/01/2024 17:00:00","BZN|NO5","Without sequence","73.59","",""
"03/01/2024 17:00:00 - 03/01/2024 18:00:00","BZN|NO5","Without sequence","82.28","",""
"03/01/2024 18:00:00 - 03/01/2024 19:00:00","BZN|NO5","Without sequence","82.97","",""
"03/01/2024 19:00:00 - 03/01/2024 20:00:00","BZN|NO5","Without sequence","79.03","",""
"03/01/2024 20:00:00 - 03/01/2024 21:00:00","BZN|NO5","Without sequence","73.23","",""
"03/01/2024 21:00:00 - 03/01/2024 22:00:00","BZN|NO5","Without sequence","69.2","",""
"03/01/2024 22:00:00 - 03/01/2024 23:00:00","BZN|NO5","Without sequence","65.42","",""
"03/01/2024 23:00:00 - 04/01/2024 00:00:00","BZN|NO5","Without sequence","63.79","",""
"04/01/2024 00:00:00 - 04/01/2024 01:00:00","BZN|NO5","Without sequence","64.03","",""
"04/01/2024 01:00:00 - 04/01/2024 02:00:00","BZN|NO5","Without sequence","63.13","",""
"04/01/2024 02:00:00 - 04/01/2024 03:00:00","BZN|NO5","Without sequence","62.61","",""
"04/01/2024 03:00:00 - 04/01/2024 04:00:00","BZN|NO5","Without sequence","62.41","",""
"04/01/2024 04:00:00 - 04/01/2024 05:00:00","BZN|NO5","Without sequence","62.08","",""
"04/01/2024 05:00:00 - 04/01/2024 06:00:00","BZN|NO5","Without sequence","64.47","",""
"04/01/2024 06:00:00 - 04/01/2024 07:00:00","BZN|NO5","Without sequence","72.65","",""
"04/01/2024 07:00:00 - 04/01/2024 08:00:00","BZN|NO5","Without sequence","85.02","",""
"04/01/2024 08:00:00 - 04/01/2024 09:00:00","BZN|NO5","Without sequence","91.47","",""
"04/01/2024 09:00:00 - 04/01/2024 10:00:00","BZN|NO5","Without sequence","94.2","",""
"04/01/2024 10:00:00 - 04/01/2024 11:00:00","BZN|NO5","Without sequence","91.98","",""
"04/01/2024 11:00:00 - 04/01/2024 12:00:00","BZN|NO5","Without sequence","90.4","",""
"04/01/2024 12:00:00 - 04/01/2024 13:00:00","BZN|NO5","Without sequence","86.69","",""
"04/01/2024 13:00:00 - 04/01/2024 14:00:00","BZN|NO5","Without sequence","85.96","",""
"04/01/2024 14:00:00 - 04/01/2024 15:00:00","BZN|NO5","Without sequence","92.11","",""
"04/01/2024 15:00:00 - 04/01/2024 16:00:00","BZN|NO5","Without sequence","98.62","",""
"04/01/2024 16:00:00 - 04/01/2024 17:00:00","BZN|NO5","Without sequence","105.73","",""
"04/01/2024 17:00:00 - 04/01/2024 18:00:00","BZN|NO5","Without sequence","133.23","",""
"04/01/2024 18:00:00 - 04/01/2024 19:00:00","BZN|NO5","Without sequence","144.65","",""
"04/01/2024 19:00:00 - 04/01/2024 20:00:00","BZN|NO5","Without sequence","121.37","",""
"04/01/2024 20:00:00 - 04/01/2024 21:00:00","BZN|NO5","Without sequence","100.58","",""
"04/01/2024 21:00:00 - 04/01/2024 22:00:00","BZN|NO5","Without sequence","97.11","",""
"04/01/2024 22:00:00 - 04/01/2024 23:00:00","BZN|NO5","Without sequence","94.28","",""
"04/01/2024 23:00:00 - 05/01/2024 00:00:00","BZN|NO5","Without sequence","88.83","",""
"05/01/2024 00:00:00 - 05/01/2024 01:00:00","BZN|NO5","Without sequence","88.83","",""
"05/01/2024 01:00:00 - 05/01/2024 02:00:00","BZN|NO5","Without sequence","83.09","",""
"05/01/2024 02:00:00 - 05/01/2024 03:00:00","BZN|NO5","Without sequence","80.0","",""
"05/01/2024 03:00:00 - 05/01/2024 04:00:00","BZN|NO5","Without sequence","80.17","",""
"05/01/2024 04:00:00 - 05/01/2024 05:00:00","BZN|NO5","Without sequence","82.49","",""
"05/01/2024 05:00:00 - 05/01/2024 06:00:00","BZN|NO5","Without sequence","88.14","",""
"05/01/2024 06:00:00 - 05/01/2024 07:00:00","BZN|NO5","Without sequence","109.79","",""
"05/01/2024 07:00:00 - 05/01/2024 08:00:00","BZN|NO5","Without sequence","165.01","",""
"05/01/2024 08:00:00 - 05/01/2024 09:00:00","BZN|NO5","Without sequence","199.27","",""
"05/01/2024 09:00:00 - 05/01/2024 10:00:00","BZN|NO5","Without sequence","238.31","",""
"05/01/2024 10:00:00 - 05/01/2024 11:00:00","BZN|NO5","Without sequence","255.86","",""
"05/01/2024 11:00:00 - 05/01/2024 12:00:00","BZN|NO5","Without sequence","211.11","",""
"05/01/2024 12:00:00 - 05/01/2024 13:00:00","BZN|NO5","Without sequence","203.28","",""
"05/01/2024 13:00:00 - 05/01/2024 14:00:00","BZN|NO5","Without sequence","196.98","",""
"05/01/2024 14:00:00 - 05/01/2024 15:00:00","BZN|NO5","Without sequence","197.86","",""
"05/01/2024 15:00:00 - 05/01/2024 16:00:00","BZN|NO5","Without sequence","299.94","",""
"05/01/2024 16:00:00 - 05/01/2024 17:00:00","BZN|NO5","Without sequence","449.64","",""
"05/01/2024 17:00:00 - 05/01/2024 18:00:00","BZN|NO5","Without sequence","526.25","",""
"05/01/2024 18:00:00 - 05/01/2024 19:00:00","BZN|NO5","Without sequence","349.95","",""
"05/01/2024 19:00:00 - 05/01/2024 20:00:00","BZN|NO5","Without sequence","181.91","",""
"05/01/2024 20:00:00 - 05/01/2024 21:00:00","BZN|NO5","Without sequence","149.6","",""
"05/01/2024 21:00:00 - 05/01/2024 22:00:00","BZN|NO5","Without sequence","112.82","",""
"05/01/2024 22:00:00 - 05/01/2024 23:00:00","BZN|NO5","Without sequence","100.1","",""
"05/01/2024 23:00:00 - 06/01/2024 00:00:00","BZN|NO5","Without sequence","92.87","",""
"06/01/2024 00:00:00 - 06/01/2024 01:00:00","BZN|NO5","Without sequence","84.88","",""
"06/01/2024 01:00:00 - 06/01/2024 02:00:00","BZN|NO5","Without sequence","83.2","",""
"06/01/2024 02:00:00 - 06/01/2024 03:00:00","BZN|NO5","Without sequence","82.03","",""
"06/01/2024 03:00:00 - 06/01/2024 04:00:00","BZN|NO5","Without sequence","82.18","",""
"06/01/2024 04:00:00 - 06/01/2024 05:00:00","BZN|NO5","Without sequence","82.53","",""
"06/01/2024 05:00:00 - 06/01/2024 06:00:00","BZN|NO5","Without sequence","84.13","",""
"06/01/2024 06:00:00 - 06/01/2024 07:00:00","BZN|NO5","Without sequence","84.48","",""
"06/01/2024 07:00:00 - 06/01/2024 08:00:00","BZN|NO5","Without sequence","87.43","",""
"06/01/2024 08:00:00 - 06/01/2024 09:00:00","BZN|NO5","Without sequence","90.87","",""
"06/01/2024 09:00:00 - 06/01/2024 10:00:00","BZN|NO5","Without sequence","94.98","",""
"06/01/2024 10:00:00 - 06/01/2024 11:00:00","BZN|NO5","Without sequence","100.41","",""
"06/01/2024 11:00:00 - 06/01/2024 12:00:00","BZN|NO5","Without sequence","103.65","",""
"06/01/2024 12:00:00 - 06/01/2024 13:00:00","BZN|NO5","Without sequence","102.33","",""
"06/01/2024 13:00:00 - 06/01/2024 14:00:00","BZN|NO5","Without sequence","97.75","",""
"06/01/2024 14:00:00 - 06/01/2024 15:00:00","BZN|NO5","Without sequence","95.51","",""
"06/01/2024 15:00:00 - 06/01/2024 16:00:00","BZN|NO5","Without sequence","98.5","",""
"06/01/2024 16:00:00 - 06/01/2024 17:00:00","BZN|NO5","Without sequence","110.0","",""
"06/01/2024 17:00:00 - 06/01/2024 18:00:00","BZN|NO5","Without sequence","118.27","",""
"06/01/2024 18:00:00 - 06/01/2024 19:00:00","BZN|NO5","Without sequence","106.94","",""
"06/01/2024 19:00:00 - 06/01/2024 20:00:00","BZN|NO5","Without sequence","102.27","",""
"06/01/2024 20:00:00 - 06/01/2024 21:00:00","BZN|NO5","Without sequence","94.98","",""
"06/01/2024 21:00:00 - 06/01/2024 22:00:00","BZN|NO5","Without sequence","90.63","",""
"06/01/2024 22:00:00 - 06/01/2024 23:00:00","BZN|NO5","Without sequence","89.34","",""
"06/01/2024 23:00:00 - 07/01/2024 00:00:00","BZN|NO5","Without sequence","82.8","",""
"07/01/2024 00:00:00 - 07/01/2024 01:00:00","BZN|NO5","Without sequence","86.15","",""
"07/01/2024 01:00:00 - 07/01/2024 02:00:00","BZN|NO5","Without sequence","82.46","",""
"07/01/2024 02:00:00 - 07/01/2024 03:00:00","BZN|NO5","Without sequence","79.22","",""
"07/01/2024 03:00:00 - 07/01/2024 04:00:00","BZN|NO5","Without sequence","77.53","",""
"07/01/2024 04:00:00 - 07/01/2024 05:00:00","BZN|NO5","Without sequence","76.89","",""
"07/01/2024 05:00:00 - 07/01/2024 06:00:00","BZN|NO5","Without sequence","77.42","",""
"07/01/2024 06:00:00 - 07/01/2024 07:00:00","BZN|NO5","Without sequence","78.45","",""
"07/01/2024 07:00:00 - 07/01/2024 08:00:00","BZN|NO5","Without sequence","80.37","",""
"07/01/2024 08:00:00 - 07/01/2024 09:00:00","BZN|NO5","Without sequence","84.21","",""
"07/01/2024 09:00:00 - 07/01/2024 10:00:00","BZN|NO5","Without sequence","87.57","",""
"07/01/2024 10:00:00 - 07/01/2024 11:00:00","BZN|NO5","Without sequence","89.75","",""
"07/01/2024 11:00:00 - 07/01/2024 12:00:00","BZN|NO5","Without sequence","91.99","",""
"07/01/2024 12:00:00 - 07/01/2024 13:00:00","BZN|NO5","Without sequence","91.5","",""
"07/01/2024 13:00:00 - 07/01/2024 14:00:00","BZN|NO5","Without sequence","87.52","",""
"07/01/2024 14:00:00 - 07/01/2024 15:00:00","BZN|NO5","Without sequence","87.23","",""
"07/01/2024 15:00:00 - 07/01/2024 16:00:00","BZN|NO5","Without sequence","90.64","",""
"07/01/2024 16:00:00 - 07/01/2024 17:00:00","BZN|NO5","Without sequence","96.21","",""
"07/01/2024 17:00:00 - 07/01/2024 18:00:00","BZN|NO5","Without sequence","104.27","",""
"07/01/2024 18:00:00 - 07/01/2024 19:00:00","BZN|NO5","Without sequence","106.09","",""
"07/01/2024 19:00:00 - 07/01/2024 20:00:00","BZN|NO5","Without sequence","103.55","",""
"07/01/2024 20:00:00 - 07/01/2024 21:00:00","BZN|NO5","Without sequence","100.5","",""
"07/01/2024 21:00:00 - 07/01/2024 22:00:00","BZN|NO5","Without sequence","93.31","",""
"07/01/2024 22:00:00 - 07/01/2024 23:00:00","BZN|NO5","Without sequence","91.17","",""
"07/01/2024 23:00:00 - 08/01/2024 00:00:00","BZN|NO5","Without sequence","83.86","",""
"08/01/2024 00:00:00 - 08/01/2024 01:00:00","BZN|NO5","Without sequence","87.02","",""
"08/01/2024 01:00:00 - 08/01/2024 02:00:00","BZN|NO5","Without sequence","84.32","",""
"08/01/2024 02:00:00 - 08/01/2024 03:00:00","BZN|NO5","Without sequence","81.82","",""
"08/01/2024 03:00:00 - 08/01/2024 04:00:00","BZN|NO5","Without sequence","80.63","",""
"08/01/2024 04:00:00 - 08/01/2024 05:00:00","BZN|NO5","Without sequence","79.04","",""
"08/01/2024 05:00:00 - 08/01/2024 06:00:00","BZN|NO5","Without sequence","82.1","",""
"08/01/2024 06:00:00 - 08/01/2024 07:00:00","BZN|NO5","Without sequence","94.3","",""
"08/01/2024 07:00:00 - 08/01/2024 08:00:00","BZN|NO5","Without sequence","107.87","",""
"08/01/2024 08:00:00 - 08/01/2024 09:00:00","BZN|NO5","Without sequence","117.6","",""
"08/01/2024 09:00:00 - 08/01/2024 10:00:00","BZN|NO5","Without sequence","120.73","",""
"08/01/2024 10:00:00 - 08/01/2024 11:00:00","BZN|NO5","Without sequence","113.9","",""
"08/01/2024 11:00:00 - 08/01/2024 12:00:00","BZN|NO5","Without sequence","101.38","",""
"08/01/2024 12:00:00 - 08/01/2024 13:00:00","BZN|NO5","Without sequence","92.73","",""
"08/01/2024 13:00:00 - 08/01/2024 14:00:00","BZN|NO5","Without sequence","92.52","",""
"08/01/2024 14:00:00 - 08/01/2024 15:00:00","BZN|NO5","Without sequence","99.36","",""
"08/01/2024 15:00:00 - 08/01/2024 16:00:00","BZN|NO5","Without sequence","104.85","",""
"08/01/2024 16:00:00 - 08/01/2024 17:00:00","BZN|NO5","Without sequence","120.24","",""
"08/01/2024 17:00:00 - 08/01/2024 18:00:00","BZN|NO5","Without sequence","125.41","",""
"08/01/2024 18:00:00 - 08/01/2024 19:00:00","BZN|NO5","Without sequence","115.35","",""
"08/01/2024 19:00:00 - 08/01/2024 20:00:00","BZN|NO5","Without sequence","111.91","",""
"08/01/2024 20:00:00 - 08/01/2024 21:00:00","BZN|NO5","Without sequence","110.9","",""
"08/01/2024 21:00:00 - 08/01/2024 22:00:00","BZN|NO5","Without sequence","99.85","",""
"08/01/2024 22:00:00 - 08/01/2024 23:00:00","BZN|NO5","Without sequence","97.08","",""
"08/01/2024 23:00:00 - 09/01/2024 00:00:00","BZN|NO5","Without sequence","88.83","",""
"09/01/2024 00:00:00 - 09/01/2024 01:00:00","BZN|NO5","Without sequence","85.43","",""
"09/01/2024 01:00:00 - 09/01/2024 02:00:00","BZN|NO5","Without sequence","84.34","",""
"09/01/2024 02:00:00 - 09/01/2024 03:00:00","BZN|NO5","Without sequence","82.54","",""
"09/01/2024 03:00:00 - 09/01/2024 04:00:00","BZN|NO5","Without sequence","81.7","",""
"09/01/2024 04:00:00 - 09/01/2024 05:00:00","BZN|NO5","Without sequence","83.23","",""
"09/01/2024 05:00:00 - 09/01/2024 06:00:00","BZN|NO5","Without sequence","86.34","",""
"09/01/2024 06:00:00 - 09/01/2024 07:00:00","BZN|NO5","Without sequence","88.98","",""
"09/01/2024 07:00:00 - 09/01/2024 08:00:00","BZN|NO5","Without sequence","94.88","",""
"09/01/2024 08:00:00 - 09/01/2024 09:00:00","BZN|NO5","Without sequence","129.11","",""
"09/01/2024 09:00:00 - 09/01/2024 10:00:00","BZN|NO5","Without sequence","117.16","",""
"09/01/2024 10:00:00 - 09/01/2024 11:00:00","BZN|NO5","Without sequence","109.91","",""
"09/01/2024 11:00:00 - 09/01/2024 12:00:00","BZN|NO5","Without sequence","102.5","",""
"09/01/2024 12:00:00 - 09/01/2024 13:00:00","BZN|NO5","Without sequence","97.11","",""
"09/01/2024 13:00:00 - 09/01/2024 14:00:00","BZN|NO5","Without sequence","97.69","",""
"09/01/2024 14:00:00 - 09/01/2024 15:00:00","BZN|NO5","Without sequence","107.45","",""
"09/01/2024 15:00:00 - 09/01/2024 16:00:00","BZN|NO5","Without sequence","115.69","",""
"09/01/2024 16:00:00 - 09/01/2024 17:00:00","BZN|NO5","Without sequence","123.88","",""
"09/01/2024 17:00:00 - 09/01/2024 18:00:00","BZN|NO5","Without sequence","133.56","",""
"09/01/2024 18:00:00 - 09/01/2024 19:00:00","BZN|NO5","Without sequence","133.53","",""
"09/01/2024 19:00:00 - 09/01/2024 20:00:00","BZN|NO5","Without sequence","126.38","",""
"09/01/2024 20:00:00 - 09/01/2024 21:00:00","BZN|NO5","Without sequence","116.51","",""
"09/01/2024 21:00:00 - 09/01/2024 22:00:00","BZN|NO5","Without sequence","99.96","",""
"09/01/2024 22:00:00 - 09/01/2024 23:00:00","BZN|NO5","Without sequence","91.69","",""
"09/01/2024 23:00:00 - 10/01/2024 00:00:00","BZN|NO5","Without sequence","90.91","",""
"10/01/2024 00:00:00 - 10/01/2024 01:00:00","BZN|NO5","Without sequence","86.52","",""
"10/01/2024 01:00:00 - 10/01/2024 02:00:00","BZN|NO5","Without sequence","84.07","",""
"10/01/2024 02:00:00 - 10/01/2024 03:00:00","BZN|NO5","Without sequence","84.04","",""
"10/01/2024 03:00:00 - 10/01/2024 04:00:00","BZN|NO5","Without sequence","83.42","",""
"10/01/2024 04:00:00 - 10/01/2024 05:00:00","BZN|NO5","Without sequence","83.63","",""
"10/01/2024 05:00:00 - 10/01/2024 06:00:00","BZN|NO5","Without sequence","82.45","",""
"10/01/2024 06:00:00 - 10/01/2024 07:00:00","BZN|NO5","Without sequence","82.74","",""
"10/01/2024 07:00:00 - 10/01/2024 08:00:00","BZN|NO5","Without sequence","96.89","",""
"10/01/2024 08:00:00 - 10/01/2024 09:00:00","BZN|NO5","Without sequence","136.9","",""
"10/01/2024 09:00:00 - 10/01/2024 10:00:00","BZN|NO5","Without sequence","126.35","",""
"10/01/2024 10:00:00 - 10/01/2024 11:00:00","BZN|NO5","Without sequence","114.88","",""
"10/01/2024 11:00:00 - 10/01/2024 12:00:00","BZN|NO5","Without sequence","105.97","",""
"10/01/2024 12:00:00 - 10/01/2024 13:00:00","BZN|NO5","Without sequence","98.82","",""
"10/01/2024 13:00:00 - 10/01/2024 14:00:00","BZN|NO5","Without sequence","91.49","",""
"10/01/2024 14:00:00 - 10/01/2024 15:00:00","BZN|NO5","Without sequence","109.41","",""
"10/01/2024 15:00:00 - 10/01/2024 16:00:00","BZN|NO5","Without sequence","119.96","",""
"10/01/2024 16:00:00 - 10/01/2024 17:00:00","BZN|NO5","Without sequence","122.06","",""
"10/01/2024 17:00:00 - 10/01/2024 18:00:00","BZN|NO5","Without sequence","139.19","",""
"10/01/2024 18:00:00 - 10/01/2024 19:00:00","BZN|NO5","Without sequence","135.66","",""
"10/01/2024 19:00:00 - 10/01/2024 20:00:00","BZN|NO5","Without sequence","128.06","",""
"10/01/2024 20:00:00 - 10/01/2024 21:00:00","BZN|NO5","Without sequence","116.28","",""
"10/01/2024 21:00:00 - 10/01/2024 22:00:00","BZN|NO5","Without sequence","100.52","",""
"10/01/2024 22:00:00 - 10/01/2024 23:00:00","BZN|NO5","Without sequence","89.46","",""
"10/01/2024 23:00:00 - 11/01/2024 00:00:00","BZN|NO5","Without sequence","85.04","",""
"11/01/2024 00:00:00 - 11/01/2024 01:00:00","BZN|NO5","Without sequence","88.9","",""
"11/01/2024 01:00:00 - 11/01/2024 02:00:00","BZN|NO5","Without sequence","85.84","",""
"11/01/2024 02:00:00 - 11/01/2024 03:00:00","BZN|NO5","Without sequence","84.54","",""
"11/01/2024 03:00:00 - 11/01/2024 04:00:00","BZN|NO5","Without sequence","79.83","",""
"11/01/2024 04:00:00 - 11/01/2024 05:00:00","BZN|NO5","Without sequence","79.57","",""
"11/01/2024 05:00:00 - 11/01/2024 06:00:00","BZN|NO5","Without sequence","83.75","",""
"11/01/2024 06:00:00 - 11/01/2024 07:00:00","BZN|NO5","Without sequence","86.74","",""
"11/01/2024 07:00:00 - 11/01/2024 08:00:00","BZN|NO5","Without sequence","101.63","",""
"11/01/2024 08:00:00 - 11/01/2024 09:00:00","BZN|NO5","Without sequence","136.63","",""
"11/01/2024 09:00:00 - 11/01/2024 10:00:00","BZN|NO5","Without sequence","125.03","",""
"11/01/2024 10:00:00 - 11/01/2024 11:00:00","BZN|NO5","Without sequence","110.01","",""
"11/01/2024 11:00:00 - 11/01/2024 12:00:00","BZN|NO5","Without sequence","103.29","",""
"11/01/2024 12:00:00 - 11/01/2024 13:00:00","BZN|NO5","Without sequence","96.3","",""
"11/01/2024 13:00:00 - 11/01/2024 14:00:00","BZN|NO5","Without sequence","95.93","",""
"11/01/2024 14:00:00 - 11/01/2024 15:00:00","BZN|NO5","Without sequence","102.69","",""
"11/01/2024 15:00:00 - 11/01/2024 16:00:00","BZN|NO5","Without sequence","114.3","",""
"11/01/2024 16:00:00 - 11/01/2024 17:00:00","BZN|NO5","Without sequence","133.09","",""
"11/01/2024 17:00:00 - 11/01/2024 18:00:00","BZN|NO5","Without sequence","145.44","",""
"11/01/2024 18:00:00 - 11/01/2024 19:00:00","BZN|NO5","Without sequence","132.45","",""
"11/01/2024 19:00:00 - 11/01/2024 20:00:00","BZN|NO5","Without sequence","128.21","",""
"11/01/2024 20:00:00 - 11/01/2024 21:00:00","BZN|NO5","Without sequence","97.25","",""
"11/01/2024 21:00:00 - 11/01/2024 22:00:00","BZN|NO5","Without sequence","101.32","",""
"11/01/2024 22:00:00 - 11/01/2024 23:00:00","BZN|NO5","Without sequence","94.49","",""
"11/01/2024 23:00:00 - 12/01/2024 00:00:00","BZN|NO5","Without sequence","85.74","",""
"12/01/2024 00:00:00 - 12/01/2024 01:00:00","BZN|NO5","Without sequence","86.53","",""
"12/01/2024 01:00:00 - 12/01/2024 02:00:00","BZN|NO5","Without sequence","83.3","",""
"12/01/2024 02:00:00 - 12/01/2024 03:00:00","BZN|NO5","Without sequence","81.25","",""
"12/01/2024 03:00:00 - 12/01/2024 04:00:00","BZN|NO5","Without sequence","79.84","",""
"12/01/2024 04:00:00 - 12/01/2024 05:00:00","BZN|NO5","Without sequence","79.98","",""
"12/01/2024 05:00:00 - 12/01/2024 06:00:00","BZN|NO5","Without sequence","81.8","",""
"12/01/2024 06:00:00 - 12/01/2024 07:00:00","BZN|NO5","Without sequence","86.66","",""
"12/01/2024 07:00:00 - 12/01/2024 08:00:00","BZN|NO5","Without sequence","101.28","",""
"12/01/2024 08:00:00 - 12/01/2024 09:00:00","BZN|NO5","Without sequence","111.71","",""
"12/01/2024 09:00:00 - 12/01/2024 10:00:00","BZN|NO5","Without sequence","115.98","",""
"12/01/2024 10:00:00 - 12/01/2024 11:00:00","BZN|NO5","Without sequence","115.77","",""
"12/01/2024 11:00:00 - 12/01/2024 12:00:00","BZN|NO5","Without sequence","111.41","",""
"12/01/2024 12:00:00 - 12/01/2024 13:00:00","BZN|NO5","Without sequence","103.67","",""
