"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"15/04/2022 20:00:00 - 15/04/2022 21:00:00","BZN|NO5","Without sequence","212.21","",""
"15/04/2022 21:00:00 - 15/04/2022 22:00:00","BZN|NO5","Without sequence","202.37","",""
"15/04/2022 22:00:00 - 15/04/2022 23:00:00","BZN|NO5","Without sequence","198.32","",""
"15/04/2022 23:00:00 - 16/04/2022 00:00:00","BZN|NO5","Without sequence","190.56","",""
"16/04/2022 00:00:00 - 16/04/2022 01:00:00","BZN|NO5","Without sequence","189.13","",""
"16/04/2022 01:00:00 - 16/04/2022 02:00:00","BZN|NO5","Without sequence","187.4","",""
"16/04/2022 02:00:00 - 16/04/2022 03:00:00","BZN|NO5","Without sequence","184.28","",""
"16/04/2022 03:00:00 - 16/04/2022 04:00:00","BZN|NO5","Without sequence","179.79","",""
"16/04/2022 04:00:00 - 16/04/2022 05:00:00","BZN|NO5","Without sequence","178.55","",""
"16/04/2022 05:00:00 - 16/04/2022 06:00:00","BZN|NO5","Without sequence","184.04","",""
"16/04/2022 06:00:00 - 16/04/2022 07:00:00","BZN|NO5","Without sequence","184.96","",""
"16/04/2022 07:00:00 - 16/04/2022 08:00:00","BZN|NO5","Without sequence","185.19","",""
"16/04/2022 08:00:00 - 16/04/2022 09:00:00","BZN|NO5","Without sequence","184.43","",""
"16/04/2022 09:00:00 - 16/04/2022 10:00:00","BZN|NO5","Without sequence","178.41","",""
"16/04/2022 10:00:00 - 16/04/2022 11:00:00","BZN|NO5","Without sequence","172.79","",""
"16/04/2022 11:00:00 - 16/04/2022 12:00:00","BZN|NO5","Without sequence","170.0","",""
"16/04/2022 12:00:00 - 16/04/2022 13:00:00","BZN|NO5","Without sequence","159.04","",""
"16/04/2022 13:00:00 - 16/04/2022 14:00:00","BZN|NO5","Without sequence","151.02","",""
"16/04/2022 14:00:00 - 16/04/2022 15:00:00","BZN|NO5","Without sequence","145.77","",""
"16/04/2022 15:00:00 - 16/04/2022 16:00:00","BZN|NO5","Without sequence","140.71","",""
"16/04/2022 16:00:00 - 16/04/2022 17:00:00","BZN|NO5","Without sequence","91.15","",""
"16/04/2022 17:00:00 - 16/04/2022 18:00:00","BZN|NO5","Without sequence","151.32","",""
"16/04/2022 18:00:00 - 16/04/2022 19:00:00","BZN|NO5","Without sequence","173.19","",""
"16/04/2022 19:00:00 - 16/04/2022 20:00:00","BZN|NO5","Without sequence","184.14","",""
"16/04/2022 20:00:00 - 16/04/2022 21:00:00","BZN|NO5","Without sequence","187.79","",""
"16/04/2022 21:00:00 - 16/04/2022 22:00:00","BZN|NO5","Without sequence","187.2","",""
"16/04/2022 22:00:00 - 16/04/2022 23:00:00","BZN|NO5","Without sequence","182.7","",""
"16/04/2022 23:00:00 - 17/04/2022 00:00:00","BZN|NO5","Without sequence","172.4","",""
"17/04/2022 00:00:00 - 17/04/2022 01:00:00","BZN|NO5","Without sequence","166.77","",""
"17/04/2022 01:00:00 - 17/04/2022 02:00:00","BZN|NO5","Without sequence","158.86","",""
"17/04/2022 02:00:00 - 17/04/2022 03:00:00","BZN|NO5","Without sequence","148.36","",""
"17/04/2022 03:00:00 - 17/04/2022 04:00:00","BZN|NO5","Without sequence","144.25","",""
"17/04/2022 04:00:00 - 17/04/2022 05:00:00","BZN|NO5","Without sequence","144.55","",""
"17/04/2022 05:00:00 - 17/04/2022 06:00:00","BZN|NO5","Without sequence","144.58","",""
"17/04/2022 06:00:00 - 17/04/2022 07:00:00","BZN|NO5","Without sequence","150.93","",""
"17/04/2022 07:00:00 - 17/04/2022 08:00:00","BZN|NO5","Without sequence","148.77","",""
"17/04/2022 08:00:00 - 17/04/2022 09:00:00","BZN|NO5","Without sequence","153.6","",""
"17/04/2022 09:00:00 - 17/04/2022 10:00:00","BZN|NO5","Without sequence","159.3","",""
"17/04/2022 10:00:00 - 17/04/2022 11:00:00","BZN|NO5","Without sequence","159.86","",""
"17/04/2022 11:00:00 - 17/04/2022 12:00:00","BZN|NO5","Without sequence","161.08","",""
"17/04/2022 12:00:00 - 17/04/2022 13:00:00","BZN|NO5","Without sequence","150.01","",""
"17/04/2022 13:00:00 - 17/04/2022 14:00:00","BZN|NO5","Without sequence","127.22","",""
"17/04/2022 14:00:00 - 17/04/2022 15:00:00","BZN|NO5","Without sequence","97.25","",""
"17/04/2022 15:00:00 - 17/04/2022 16:00:00","BZN|NO5","Without sequence","94.9","",""
"17/04/2022 16:00:00 - 17/04/2022 17:00:00","BZN|NO5","Without sequence","93.64","",""
"17/04/2022 17:00:00 - 17/04/2022 18:00:00","BZN|NO5","Without sequence","107.47","",""
"17/04/2022 18:00:00 - 17/04/2022 19:00:00","BZN|NO5","Without sequence","166.74","",""
"17/04/2022 19:00:00 - 17/04/2022 20:00:00","BZN|NO5","Without sequence","182.45","",""
"17/04/2022 20:00:00 - 17/04/2022 21:00:00","BZN|NO5","Without sequence","185.41","",""
"17/04/2022 21:00:00 - 17/04/2022 22:00:00","BZN|NO5","Without sequence","185.42","",""
"17/04/2022 22:00:00 - 17/04/2022 23:00:00","BZN|NO5","Without sequence","179.99","",""
"17/04/2022 23:00:00 - 18/04/2022 00:00:00","BZN|NO5","Without sequence","163.3","",""
"18/04/2022 00:00:00 - 18/04/2022 01:00:00","BZN|NO5","Without sequence","108.13","",""
"18/04/2022 01:00:00 - 18/04/2022 02:00:00","BZN|NO5","Without sequence","132.03","",""
"18/04/2022 02:00:00 - 18/04/2022 03:00:00","BZN|NO5","Without sequence","131.61","",""
"18/04/2022 03:00:00 - 18/04/2022 04:00:00","BZN|NO5","Without sequence","131.86","",""
"18/04/2022 04:00:00 - 18/04/2022 05:00:00","BZN|NO5","Without sequence","132.23","",""
"18/04/2022 05:00:00 - 18/04/2022 06:00:00","BZN|NO5","Without sequence","95.26","",""
"18/04/2022 06:00:00 - 18/04/2022 07:00:00","BZN|NO5","Without sequence","131.01","",""
"18/04/2022 07:00:00 - 18/04/2022 08:00:00","BZN|NO5","Without sequence","148.91","",""
"18/04/2022 08:00:00 - 18/04/2022 09:00:00","BZN|NO5","Without sequence","144.15","",""
"18/04/2022 09:00:00 - 18/04/2022 10:00:00","BZN|NO5","Without sequence","151.97","",""
"18/04/2022 10:00:00 - 18/04/2022 11:00:00","BZN|NO5","Without sequence","158.76","",""
"18/04/2022 11:00:00 - 18/04/2022 12:00:00","BZN|NO5","Without sequence","153.21","",""
"18/04/2022 12:00:00 - 18/04/2022 13:00:00","BZN|NO5","Without sequence","151.31","",""
"18/04/2022 13:00:00 - 18/04/2022 14:00:00","BZN|NO5","Without sequence","134.55","",""
"18/04/2022 14:00:00 - 18/04/2022 15:00:00","BZN|NO5","Without sequence","126.07","",""
"18/04/2022 15:00:00 - 18/04/2022 16:00:00","BZN|NO5","Without sequence","132.67","",""
"18/04/2022 16:00:00 - 18/04/2022 17:00:00","BZN|NO5","Without sequence","154.46","",""
"18/04/2022 17:00:00 - 18/04/2022 18:00:00","BZN|NO5","Without sequence","175.8","",""
"18/04/2022 18:00:00 - 18/04/2022 19:00:00","BZN|NO5","Without sequence","179.13","",""
"18/04/2022 19:00:00 - 18/04/2022 20:00:00","BZN|NO5","Without sequence","186.71","",""
"18/04/2022 20:00:00 - 18/04/2022 21:00:00","BZN|NO5","Without sequence","194.31","",""
"18/04/2022 21:00:00 - 18/04/2022 22:00:00","BZN|NO5","Without sequence","202.31","",""
"18/04/2022 22:00:00 - 18/04/2022 23:00:00","BZN|NO5","Without sequence","201.25","",""
"18/04/2022 23:00:00 - 19/04/2022 00:00:00","BZN|NO5","Without sequence","195.54","",""
"19/04/2022 00:00:00 - 19/04/2022 01:00:00","BZN|NO5","Without sequence","192.99","",""
"19/04/2022 01:00:00 - 19/04/2022 02:00:00","BZN|NO5","Without sequence","187.38","",""
"19/04/2022 02:00:00 - 19/04/2022 03:00:00","BZN|NO5","Without sequence","185.6","",""
"19/04/2022 03:00:00 - 19/04/2022 04:00:00","BZN|NO5","Without sequence","185.41","",""
"19/04/2022 04:00:00 - 19/04/2022 05:00:00","BZN|NO5","Without sequence","185.97","",""
"19/04/2022 05:00:00 - 19/04/2022 06:00:00","BZN|NO5","Without sequence","192.53","",""
"19/04/2022 06:00:00 - 19/04/2022 07:00:00","BZN|NO5","Without sequence","196.88","",""
"19/04/2022 07:00:00 - 19/04/2022 08:00:00","BZN|NO5","Without sequence","204.7","",""
"19/04/2022 08:00:00 - 19/04/2022 09:00:00","BZN|NO5","Without sequence","285.98","",""
"19/04/2022 09:00:00 - 19/04/2022 10:00:00","BZN|NO5","Without sequence","247.53","",""
"19/04/2022 10:00:00 - 19/04/2022 11:00:00","BZN|NO5","Without sequence","202.89","",""
"19/04/2022 11:00:00 - 19/04/2022 12:00:00","BZN|NO5","Without sequence","193.53","",""
"19/04/2022 12:00:00 - 19/04/2022 13:00:00","BZN|NO5","Without sequence","189.69","",""
"19/04/2022 13:00:00 - 19/04/2022 14:00:00","BZN|NO5","Without sequence","185.28","",""
"19/04/2022 14:00:00 - 19/04/2022 15:00:00","BZN|NO5","Without sequence","182.22","",""
"19/04/2022 15:00:00 - 19/04/2022 16:00:00","BZN|NO5","Without sequence","181.75","",""
"19/04/2022 16:00:00 - 19/04/2022 17:00:00","BZN|NO5","Without sequence","184.18","",""
"19/04/2022 17:00:00 - 19/04/2022 18:00:00","BZN|NO5","Without sequence","189.16","",""
"19/04/2022 18:00:00 - 19/04/2022 19:00:00","BZN|NO5","Without sequence","196.09","",""
"19/04/2022 19:00:00 - 19/04/2022 20:00:00","BZN|NO5","Without sequence","203.57","",""
"19/04/2022 20:00:00 - 19/04/2022 21:00:00","BZN|NO5","Without sequence","206.68","",""
"19/04/2022 21:00:00 - 19/04/2022 22:00:00","BZN|NO5","Without sequence","206.65","",""
"19/04/2022 22:00:00 - 19/04/2022 23:00:00","BZN|NO5","Without sequence","191.96","",""
"19/04/2022 23:00:00 - 20/04/2022 00:00:00","BZN|NO5","Without sequence","185.45","",""
"20/04/2022 00:00:00 - 20/04/2022 01:00:00","BZN|NO5","Without sequence","185.46","",""
"20/04/2022 01:00:00 - 20/04/2022 02:00:00","BZN|NO5","Without sequence","184.06","",""
"20/04/2022 02:00:00 - 20/04/2022 03:00:00","BZN|NO5","Without sequence","183.1","",""
"20/04/2022 03:00:00 - 20/04/2022 04:00:00","BZN|NO5","Without sequence","183.28","",""
"20/04/2022 04:00:00 - 20/04/2022 05:00:00","BZN|NO5","Without sequence","184.04","",""
"20/04/2022 05:00:00 - 20/04/2022 06:00:00","BZN|NO5","Without sequence","189.36","",""
"20/04/2022 06:00:00 - 20/04/2022 07:00:00","BZN|NO5","Without sequence","198.83","",""
"20/04/2022 07:00:00 - 20/04/2022 08:00:00","BZN|NO5","Without sequence","200.76","",""
"20/04/2022 08:00:00 - 20/04/2022 09:00:00","BZN|NO5","Without sequence","210.93","",""
"20/04/2022 09:00:00 - 20/04/2022 10:00:00","BZN|NO5","Without sequence","199.97","",""
"20/04/2022 10:00:00 - 20/04/2022 11:00:00","BZN|NO5","Without sequence","190.98","",""
"20/04/2022 11:00:00 - 20/04/2022 12:00:00","BZN|NO5","Without sequence","185.9","",""
"20/04/2022 12:00:00 - 20/04/2022 13:00:00","BZN|NO5","Without sequence","181.49","",""
"20/04/2022 13:00:00 - 20/04/2022 14:00:00","BZN|NO5","Without sequence","174.71","",""
"20/04/2022 14:00:00 - 20/04/2022 15:00:00","BZN|NO5","Without sequence","173.12","",""
"20/04/2022 15:00:00 - 20/04/2022 16:00:00","BZN|NO5","Without sequence","177.53","",""
"20/04/2022 16:00:00 - 20/04/2022 17:00:00","BZN|NO5","Without sequence","184.88","",""
"20/04/2022 17:00:00 - 20/04/2022 18:00:00","BZN|NO5","Without sequence","186.78","",""
"20/04/2022 18:00:00 - 20/04/2022 19:00:00","BZN|NO5","Without sequence","196.36","",""
"20/04/2022 19:00:00 - 20/04/2022 20:00:00","BZN|NO5","Without sequence","198.94","",""
"20/04/2022 20:00:00 - 20/04/2022 21:00:00","BZN|NO5","Without sequence","200.22","",""
"20/04/2022 21:00:00 - 20/04/2022 22:00:00","BZN|NO5","Without sequence","198.08","",""
"20/04/2022 22:00:00 - 20/04/2022 23:00:00","BZN|NO5","Without sequence","197.23","",""
"20/04/2022 23:00:00 - 21/04/2022 00:00:00","BZN|NO5","Without sequence","193.69","",""
"21/04/2022 00:00:00 - 21/04/2022 01:00:00","BZN|NO5","Without sequence","187.98","",""
"21/04/2022 01:00:00 - 21/04/2022 02:00:00","BZN|NO5","Without sequence","180.49","",""
"21/04/2022 02:00:00 - 21/04/2022 03:00:00","BZN|NO5","Without sequence","177.96","",""
"21/04/2022 03:00:00 - 21/04/2022 04:00:00","BZN|NO5","Without sequence","178.27","",""
"21/04/2022 04:00:00 - 21/04/2022 05:00:00","BZN|NO5","Without sequence","181.41","",""
"21/04/2022 05:00:00 - 21/04/2022 06:00:00","BZN|NO5","Without sequence","187.98","",""
"21/04/2022 06:00:00 - 21/04/2022 07:00:00","BZN|NO5","Without sequence","194.42","",""
"21/04/2022 07:00:00 - 21/04/2022 08:00:00","BZN|NO5","Without sequence","199.38","",""
"21/04/2022 08:00:00 - 21/04/2022 09:00:00","BZN|NO5","Without sequence","203.32","",""
"21/04/2022 09:00:00 - 21/04/2022 10:00:00","BZN|NO5","Without sequence","199.93","",""
"21/04/2022 10:00:00 - 21/04/2022 11:00:00","BZN|NO5","Without sequence","195.91","",""
"21/04/2022 11:00:00 - 21/04/2022 12:00:00","BZN|NO5","Without sequence","188.84","",""
"21/04/2022 12:00:00 - 21/04/2022 13:00:00","BZN|NO5","Without sequence","182.74","",""
"21/04/2022 13:00:00 - 21/04/2022 14:00:00","BZN|NO5","Without sequence","177.65","",""
"21/04/2022 14:00:00 - 21/04/2022 15:00:00","BZN|NO5","Without sequence","173.31","",""
"21/04/2022 15:00:00 - 21/04/2022 16:00:00","BZN|NO5","Without sequence","173.42","",""
"21/04/2022 16:00:00 - 21/04/2022 17:00:00","BZN|NO5","Without sequence","178.95","",""
"21/04/2022 17:00:00 - 21/04/2022 18:00:00","BZN|NO5","Without sequence","187.22","",""
"21/04/2022 18:00:00 - 21/04/2022 19:00:00","BZN|NO5","Without sequence","190.77","",""
"21/04/2022 19:00:00 - 21/04/2022 20:00:00","BZN|NO5","Without sequence","194.44","",""
"21/04/2022 20:00:00 - 21/04/2022 21:00:00","BZN|NO5","Without sequence","194.55","",""
"21/04/2022 21:00:00 - 21/04/2022 22:00:00","BZN|NO5","Without sequence","191.94","",""
"21/04/2022 22:00:00 - 21/04/2022 23:00:00","BZN|NO5","Without sequence","188.97","",""
"21/04/2022 23:00:00 - 22/04/2022 00:00:00","BZN|NO5","Without sequence","183.32","",""
"22/04/2022 00:00:00 - 22/04/2022 01:00:00","BZN|NO5","Without sequence","185.15","",""
"22/04/2022 01:00:00 - 22/04/2022 02:00:00","BZN|NO5","Without sequence","181.19","",""
"22/04/2022 02:00:00 - 22/04/2022 03:00:00","BZN|NO5","Without sequence","181.58","",""
"22/04/2022 03:00:00 - 22/04/2022 04:00:00","BZN|NO5","Without sequence","179.41","",""
"22/04/2022 04:00:00 - 22/04/2022 05:00:00","BZN|NO5","Without sequence","179.68","",""
"22/04/2022 05:00:00 - 22/04/2022 06:00:00","BZN|NO5","Without sequence","183.7","",""
"22/04/2022 06:00:00 - 22/04/2022 07:00:00","BZN|NO5","Without sequence","191.43","",""
"22/04/2022 07:00:00 - 22/04/2022 08:00:00","BZN|NO5","Without sequence","191.11","",""
"22/04/2022 08:00:00 - 22/04/2022 09:00:00","BZN|NO5","Without sequence","192.27","",""
"22/04/2022 09:00:00 - 22/04/2022 10:00:00","BZN|NO5","Without sequence","191.55","",""
"22/04/2022 10:00:00 - 22/04/2022 11:00:00","BZN|NO5","Without sequence","184.42","",""
"22/04/2022 11:00:00 - 22/04/2022 12:00:00","BZN|NO5","Without sequence","177.56","",""
"22/04/2022 12:00:00 - 22/04/2022 13:00:00","BZN|NO5","Without sequence","172.58","",""
"22/04/2022 13:00:00 - 22/04/2022 14:00:00","BZN|NO5","Without sequence","163.8","",""
"22/04/2022 14:00:00 - 22/04/2022 15:00:00","BZN|NO5","Without sequence","132.49","",""
"22/04/2022 15:00:00 - 22/04/2022 16:00:00","BZN|NO5","Without sequence","100.24","",""
"22/04/2022 16:00:00 - 22/04/2022 17:00:00","BZN|NO5","Without sequence","132.45","",""
"22/04/2022 17:00:00 - 22/04/2022 18:00:00","BZN|NO5","Without sequence","168.38","",""
"22/04/2022 18:00:00 - 22/04/2022 19:00:00","BZN|NO5","Without sequence","178.98","",""
"22/04/2022 19:00:00 - 22/04/2022 20:00:00","BZN|NO5","Without sequence","183.9","",""
"22/04/2022 20:00:00 - 22/04/2022 21:00:00","BZN|NO5","Without sequence","189.87","",""
"22/04/2022 21:00:00 - 22/04/2022 22:00:00","BZN|NO5","Without sequence","187.37","",""
"22/04/2022 22:00:00 - 22/04/2022 23:00:00","BZN|NO5","Without sequence","181.03","",""
"22/04/2022 23:00:00 - 23/04/2022 00:00:00","BZN|NO5","Without sequence","171.87","",""
"23/04/2022 00:00:00 - 23/04/2022 01:00:00","BZN|NO5","Without sequence","173.79","",""
"23/04/2022 01:00:00 - 23/04/2022 02:00:00","BZN|NO5","Without sequence","173.26","",""
"23/04/2022 02:00:00 - 23/04/2022 03:00:00","BZN|NO5","Without sequence","172.21","",""
"23/04/2022 03:00:00 - 23/04/2022 04:00:00","BZN|NO5","Without sequence","158.45","",""
"23/04/2022 04:00:00 - 23/04/2022 05:00:00","BZN|NO5","Without sequence","133.78","",""
"23/04/2022 05:00:00 - 23/04/2022 06:00:00","BZN|NO5","Without sequence","126.23","",""
"23/04/2022 06:00:00 - 23/04/2022 07:00:00","BZN|NO5","Without sequence","144.98","",""
"23/04/2022 07:00:00 - 23/04/2022 08:00:00","BZN|NO5","Without sequence","158.6","",""
"23/04/2022 08:00:00 - 23/04/2022 09:00:00","BZN|NO5","Without sequence","168.22","",""
"23/04/2022 09:00:00 - 23/04/2022 10:00:00","BZN|NO5","Without sequence","171.6","",""
"23/04/2022 10:00:00 - 23/04/2022 11:00:00","BZN|NO5","Without sequence","171.72","",""
"23/04/2022 11:00:00 - 23/04/2022 12:00:00","BZN|NO5","Without sequence","171.13","",""
"23/04/2022 12:00:00 - 23/04/2022 13:00:00","BZN|NO5","Without sequence","171.31","",""
"23/04/2022 13:00:00 - 23/04/2022 14:00:00","BZN|NO5","Without sequence","160.46","",""
"23/04/2022 14:00:00 - 23/04/2022 15:00:00","BZN|NO5","Without sequence","134.91","",""
"23/04/2022 15:00:00 - 23/04/2022 16:00:00","BZN|NO5","Without sequence","119.93","",""
"23/04/2022 16:00:00 - 23/04/2022 17:00:00","BZN|NO5","Without sequence","130.96","",""
"23/04/2022 17:00:00 - 23/04/2022 18:00:00","BZN|NO5","Without sequence","134.58","",""
"23/04/2022 18:00:00 - 23/04/2022 19:00:00","BZN|NO5","Without sequence","143.67","",""
"23/04/2022 19:00:00 - 23/04/2022 20:00:00","BZN|NO5","Without sequence","173.21","",""
"23/04/2022 20:00:00 - 23/04/2022 21:00:00","BZN|NO5","Without sequence","176.47","",""
"23/04/2022 21:00:00 - 23/04/2022 22:00:00","BZN|NO5","Without sequence","174.93","",""
"23/04/2022 22:00:00 - 23/04/2022 23:00:00","BZN|NO5","Without sequence","172.22","",""
"23/04/2022 23:00:00 - 24/04/2022 00:00:00","BZN|NO5","Without sequence","168.44","",""
"24/04/2022 00:00:00 - 24/04/2022 01:00:00","BZN|NO5","Without sequence","142.2","",""
"24/04/2022 01:00:00 - 24/04/2022 02:00:00","BZN|NO5","Without sequence","118.58","",""
"24/04/2022 02:00:00 - 24/04/2022 03:00:00","BZN|NO5","Without sequence","100.5","",""
"24/04/2022 03:00:00 - 24/04/2022 04:00:00","BZN|NO5","Without sequence","90.7","",""
"24/04/2022 04:00:00 - 24/04/2022 05:00:00","BZN|NO5","Without sequence","86.75","",""
"24/04/2022 05:00:00 - 24/04/2022 06:00:00","BZN|NO5","Without sequence","90.66","",""
"24/04/2022 06:00:00 - 24/04/2022 07:00:00","BZN|NO5","Without sequence","90.62","",""
"24/04/2022 07:00:00 - 24/04/2022 08:00:00","BZN|NO5","Without sequence","98.15","",""
"24/04/2022 08:00:00 - 24/04/2022 09:00:00","BZN|NO5","Without sequence","99.6","",""
"24/04/2022 09:00:00 - 24/04/2022 10:00:00","BZN|NO5","Without sequence","114.06","",""
"24/04/2022 10:00:00 - 24/04/2022 11:00:00","BZN|NO5","Without sequence","147.72","",""
"24/04/2022 11:00:00 - 24/04/2022 12:00:00","BZN|NO5","Without sequence","120.31","",""
"24/04/2022 12:00:00 - 24/04/2022 13:00:00","BZN|NO5","Without sequence","95.05","",""
"24/04/2022 13:00:00 - 24/04/2022 14:00:00","BZN|NO5","Without sequence","83.75","",""
"24/04/2022 14:00:00 - 24/04/2022 15:00:00","BZN|NO5","Without sequence","82.82","",""
"24/04/2022 15:00:00 - 24/04/2022 16:00:00","BZN|NO5","Without sequence","88.95","",""
"24/04/2022 16:00:00 - 24/04/2022 17:00:00","BZN|NO5","Without sequence","111.21","",""
"24/04/2022 17:00:00 - 24/04/2022 18:00:00","BZN|NO5","Without sequence","153.91","",""
"24/04/2022 18:00:00 - 24/04/2022 19:00:00","BZN|NO5","Without sequence","176.87","",""
"24/04/2022 19:00:00 - 24/04/2022 20:00:00","BZN|NO5","Without sequence","186.5","",""
"24/04/2022 20:00:00 - 24/04/2022 21:00:00","BZN|NO5","Without sequence","192.11","",""
"24/04/2022 21:00:00 - 24/04/2022 22:00:00","BZN|NO5","Without sequence","194.29","",""
"24/04/2022 22:00:00 - 24/04/2022 23:00:00","BZN|NO5","Without sequence","193.98","",""
"24/04/2022 23:00:00 - 25/04/2022 00:00:00","BZN|NO5","Without sequence","186.56","",""
"25/04/2022 00:00:00 - 25/04/2022 01:00:00","BZN|NO5","Without sequence","185.73","",""
"25/04/2022 01:00:00 - 25/04/2022 02:00:00","BZN|NO5","Without sequence","183.78","",""
"25/04/2022 02:00:00 - 25/04/2022 03:00:00","BZN|NO5","Without sequence","185.63","",""
"25/04/2022 03:00:00 - 25/04/2022 04:00:00","BZN|NO5","Without sequence","186.1","",""
"25/04/2022 04:00:00 - 25/04/2022 05:00:00","BZN|NO5","Without sequence","186.97","",""
"25/04/2022 05:00:00 - 25/04/2022 06:00:00","BZN|NO5","Without sequence","193.31","",""
"25/04/2022 06:00:00 - 25/04/2022 07:00:00","BZN|NO5","Without sequence","227.0","",""
"25/04/2022 07:00:00 - 25/04/2022 08:00:00","BZN|NO5","Without sequence","253.49","",""
"25/04/2022 08:00:00 - 25/04/2022 09:00:00","BZN|NO5","Without sequence","264.02","",""
"25/04/2022 09:00:00 - 25/04/2022 10:00:00","BZN|NO5","Without sequence","218.7","",""
"25/04/2022 10:00:00 - 25/04/2022 11:00:00","BZN|NO5","Without sequence","225.15","",""
"25/04/2022 11:00:00 - 25/04/2022 12:00:00","BZN|NO5","Without sequence","220.67","",""
"25/04/2022 12:00:00 - 25/04/2022 13:00:00","BZN|NO5","Without sequence","204.06","",""
"25/04/2022 13:00:00 - 25/04/2022 14:00:00","BZN|NO5","Without sequence","194.2","",""
"25/04/2022 14:00:00 - 25/04/2022 15:00:00","BZN|NO5","Without sequence","188.86","",""
"25/04/2022 15:00:00 - 25/04/2022 16:00:00","BZN|NO5","Without sequence","186.81","",""
"25/04/2022 16:00:00 - 25/04/2022 17:00:00","BZN|NO5","Without sequence","188.41","",""
"25/04/2022 17:00:00 - 25/04/2022 18:00:00","BZN|NO5","Without sequence","194.17","",""
"25/04/2022 18:00:00 - 25/04/2022 19:00:00","BZN|NO5","Without sequence","199.58","",""
"25/04/2022 19:00:00 - 25/04/2022 20:00:00","BZN|NO5","Without sequence","199.43","",""
"25/04/2022 20:00:00 - 25/04/2022 21:00:00","BZN|NO5","Without sequence","198.04","",""
"25/04/2022 21:00:00 - 25/04/2022 22:00:00","BZN|NO5","Without sequence","198.68","",""
"25/04/2022 22:00:00 - 25/04/2022 23:00:00","BZN|NO5","Without sequence","197.74","",""
"25/04/2022 23:00:00 - 26/04/2022 00:00:00","BZN|NO5","Without sequence","194.91","",""
"26/04/2022 00:00:00 - 26/04/2022 01:00:00","BZN|NO5","Without sequence","192.13","",""
"26/04/2022 01:00:00 - 26/04/2022 02:00:00","BZN|NO5","Without sequence","190.01","",""
"26/04/2022 02:00:00 - 26/04/2022 03:00:00","BZN|NO5","Without sequence","188.89","",""
"26/04/2022 03:00:00 - 26/04/2022 04:00:00","BZN|NO5","Without sequence","188.78","",""
"26/04/2022 04:00:00 - 26/04/2022 05:00:00","BZN|NO5","Without sequence","190.3","",""
"26/04/2022 05:00:00 - 26/04/2022 06:00:00","BZN|NO5","Without sequence","192.23","",""
"26/04/2022 06:00:00 - 26/04/2022 07:00:00","BZN|NO5","Without sequence","194.13","",""
"26/04/2022 07:00:00 - 26/04/2022 08:00:00","BZN|NO5","Without sequence","198.72","",""
"26/04/2022 08:00:00 - 26/04/2022 09:00:00","BZN|NO5","Without sequence","207.66","",""
"26/04/2022 09:00:00 - 26/04/2022 10:00:00","BZN|NO5","Without sequence","206.79","",""
"26/04/2022 10:00:00 - 26/04/2022 11:00:00","BZN|NO5","Without sequence","204.58","",""
"26/04/2022 11:00:00 - 26/04/2022 12:00:00","BZN|NO5","Without sequence","198.58","",""
"26/04/2022 12:00:00 - 26/04/2022 13:00:00","BZN|NO5","Without sequence","197.83","",""
"26/04/2022 13:00:00 - 26/04/2022 14:00:00","BZN|NO5","Without sequence","195.49","",""
"26/04/2022 14:00:00 - 26/04/2022 15:00:00","BZN|NO5","Without sequence","196.03","",""
"26/04/2022 15:00:00 - 26/04/2022 16:00:00","BZN|NO5","Without sequence","194.13","",""
"26/04/2022 16:00:00 - 26/04/2022 17:00:00","BZN|NO5","Without sequence","193.74","",""
"26/04/2022 17:00:00 - 26/04/2022 18:00:00","BZN|NO5","Without sequence","199.99","",""
"26/04/2022 18:00:00 - 26/04/2022 19:00:00","BZN|NO5","Without sequence","204.52","",""
"26/04/2022 19:00:00 - 26/04/2022 20:00:00","BZN|NO5","Without sequence","204.53","",""
"26/04/2022 20:00:00 - 26/04/2022 21:00:00","BZN|NO5","Without sequence","201.09","",""
"26/04/2022 21:00:00 - 26/04/2022 22:00:00","BZN|NO5","Without sequence","199.91","",""
"26/04/2022 22:00:00 - 26/04/2022 23:00:00","BZN|NO5","Without sequence","196.7","",""
"26/04/2022 23:00:00 - 27/04/2022 00:00:00","BZN|NO5","Without sequence","194.37","",""
"27/04/2022 00:00:00 - 27/04/2022 01:00:00","BZN|NO5","Without sequence","195.27","",""
"27/04/2022 01:00:00 - 27/04/2022 02:00:00","BZN|NO5","Without sequence","191.67","",""
"27/04/2022 02:00:00 - 27/04/2022 03:00:00","BZN|NO5","Without sequence","190.27","",""
"27/04/2022 03:00:00 - 27/04/2022 04:00:00","BZN|NO5","Without sequence","188.7","",""
"27/04/2022 04:00:00 - 27/04/2022 05:00:00","BZN|NO5","Without sequence","191.19","",""
"27/04/2022 05:00:00 - 27/04/2022 06:00:00","BZN|NO5","Without sequence","195.32","",""
"27/04/2022 06:00:00 - 27/04/2022 07:00:00","BZN|NO5","Without sequence","204.11","",""
"27/04/2022 07:00:00 - 27/04/2022 08:00:00","BZN|NO5","Without sequence","214.67","",""
"27/04/2022 08:00:00 - 27/04/2022 09:00:00","BZN|NO5","Without sequence","257.73","",""
"27/04/2022 09:00:00 - 27/04/2022 10:00:00","BZN|NO5","Without sequence","244.9","",""
