"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"03/01/2022 16:00:00 - 03/01/2022 17:00:00","BZN|NO5","Without sequence","137.48","",""
"03/01/2022 17:00:00 - 03/01/2022 18:00:00","BZN|NO5","Without sequence","143.73","",""
"03/01/2022 18:00:00 - 03/01/2022 19:00:00","BZN|NO5","Without sequence","145.13","",""
"03/01/2022 19:00:00 - 03/01/2022 20:00:00","BZN|NO5","Without sequence","142.81","",""
"03/01/2022 20:00:00 - 03/01/2022 21:00:00","BZN|NO5","Without sequence","142.22","",""
"03/01/2022 21:00:00 - 03/01/2022 22:00:00","BZN|NO5","Without sequence","139.6","",""
"03/01/2022 22:00:00 - 03/01/2022 23:00:00","BZN|NO5","Without sequence","130.79","",""
"03/01/2022 23:00:00 - 04/01/2022 00:00:00","BZN|NO5","Without sequence","113.64","",""
"04/01/2022 00:00:00 - 04/01/2022 01:00:00","BZN|NO5","Without sequence","131.71","",""
"04/01/2022 01:00:00 - 04/01/2022 02:00:00","BZN|NO5","Without sequence","131.87","",""
"04/01/2022 02:00:00 - 04/01/2022 03:00:00","BZN|NO5","Without sequence","128.56","",""
"04/01/2022 03:00:00 - 04/01/2022 04:00:00","BZN|NO5","Without sequence","115.49","",""
"04/01/2022 04:00:00 - 04/01/2022 05:00:00","BZN|NO5","Without sequence","113.38","",""
"04/01/2022 05:00:00 - 04/01/2022 06:00:00","BZN|NO5","Without sequence","133.06","",""
"04/01/2022 06:00:00 - 04/01/2022 07:00:00","BZN|NO5","Without sequence","143.44","",""
"04/01/2022 07:00:00 - 04/01/2022 08:00:00","BZN|NO5","Without sequence","154.93","",""
"04/01/2022 08:00:00 - 04/01/2022 09:00:00","BZN|NO5","Without sequence","167.88","",""
"04/01/2022 09:00:00 - 04/01/2022 10:00:00","BZN|NO5","Without sequence","166.65","",""
"04/01/2022 10:00:00 - 04/01/2022 11:00:00","BZN|NO5","Without sequence","167.29","",""
"04/01/2022 11:00:00 - 04/01/2022 12:00:00","BZN|NO5","Without sequence","164.62","",""
"04/01/2022 12:00:00 - 04/01/2022 13:00:00","BZN|NO5","Without sequence","159.98","",""
"04/01/2022 13:00:00 - 04/01/2022 14:00:00","BZN|NO5","Without sequence","155.69","",""
"04/01/2022 14:00:00 - 04/01/2022 15:00:00","BZN|NO5","Without sequence","155.16","",""
"04/01/2022 15:00:00 - 04/01/2022 16:00:00","BZN|NO5","Without sequence","158.45","",""
"04/01/2022 16:00:00 - 04/01/2022 17:00:00","BZN|NO5","Without sequence","161.35","",""
"04/01/2022 17:00:00 - 04/01/2022 18:00:00","BZN|NO5","Without sequence","167.76","",""
"04/01/2022 18:00:00 - 04/01/2022 19:00:00","BZN|NO5","Without sequence","164.46","",""
"04/01/2022 19:00:00 - 04/01/2022 20:00:00","BZN|NO5","Without sequence","153.88","",""
"04/01/2022 20:00:00 - 04/01/2022 21:00:00","BZN|NO5","Without sequence","146.81","",""
"04/01/2022 21:00:00 - 04/01/2022 22:00:00","BZN|NO5","Without sequence","141.57","",""
"04/01/2022 22:00:00 - 04/01/2022 23:00:00","BZN|NO5","Without sequence","137.22","",""
"04/01/2022 23:00:00 - 05/01/2022 00:00:00","BZN|NO5","Without sequence","114.25","",""
"05/01/2022 00:00:00 - 05/01/2022 01:00:00","BZN|NO5","Without sequence","133.14","",""
"05/01/2022 01:00:00 - 05/01/2022 02:00:00","BZN|NO5","Without sequence","123.38","",""
"05/01/2022 02:00:00 - 05/01/2022 03:00:00","BZN|NO5","Without sequence","111.65","",""
"05/01/2022 03:00:00 - 05/01/2022 04:00:00","BZN|NO5","Without sequence","103.37","",""
"05/01/2022 04:00:00 - 05/01/2022 05:00:00","BZN|NO5","Without sequence","105.86","",""
"05/01/2022 05:00:00 - 05/01/2022 06:00:00","BZN|NO5","Without sequence","121.68","",""
"05/01/2022 06:00:00 - 05/01/2022 07:00:00","BZN|NO5","Without sequence","138.33","",""
"05/01/2022 07:00:00 - 05/01/2022 08:00:00","BZN|NO5","Without sequence","138.75","",""
"05/01/2022 08:00:00 - 05/01/2022 09:00:00","BZN|NO5","Without sequence","138.79","",""
"05/01/2022 09:00:00 - 05/01/2022 10:00:00","BZN|NO5","Without sequence","139.15","",""
"05/01/2022 10:00:00 - 05/01/2022 11:00:00","BZN|NO5","Without sequence","139.08","",""
"05/01/2022 11:00:00 - 05/01/2022 12:00:00","BZN|NO5","Without sequence","138.07","",""
"05/01/2022 12:00:00 - 05/01/2022 13:00:00","BZN|NO5","Without sequence","136.93","",""
"05/01/2022 13:00:00 - 05/01/2022 14:00:00","BZN|NO5","Without sequence","136.87","",""
"05/01/2022 14:00:00 - 05/01/2022 15:00:00","BZN|NO5","Without sequence","136.61","",""
"05/01/2022 15:00:00 - 05/01/2022 16:00:00","BZN|NO5","Without sequence","137.05","",""
"05/01/2022 16:00:00 - 05/01/2022 17:00:00","BZN|NO5","Without sequence","141.67","",""
"05/01/2022 17:00:00 - 05/01/2022 18:00:00","BZN|NO5","Without sequence","148.09","",""
"05/01/2022 18:00:00 - 05/01/2022 19:00:00","BZN|NO5","Without sequence","143.76","",""
"05/01/2022 19:00:00 - 05/01/2022 20:00:00","BZN|NO5","Without sequence","140.09","",""
"05/01/2022 20:00:00 - 05/01/2022 21:00:00","BZN|NO5","Without sequence","137.65","",""
"05/01/2022 21:00:00 - 05/01/2022 22:00:00","BZN|NO5","Without sequence","139.0","",""
"05/01/2022 22:00:00 - 05/01/2022 23:00:00","BZN|NO5","Without sequence","136.92","",""
"05/01/2022 23:00:00 - 06/01/2022 00:00:00","BZN|NO5","Without sequence","135.52","",""
"06/01/2022 00:00:00 - 06/01/2022 01:00:00","BZN|NO5","Without sequence","125.81","",""
"06/01/2022 01:00:00 - 06/01/2022 02:00:00","BZN|NO5","Without sequence","124.94","",""
"06/01/2022 02:00:00 - 06/01/2022 03:00:00","BZN|NO5","Without sequence","125.01","",""
"06/01/2022 03:00:00 - 06/01/2022 04:00:00","BZN|NO5","Without sequence","129.93","",""
"06/01/2022 04:00:00 - 06/01/2022 05:00:00","BZN|NO5","Without sequence","140.02","",""
"06/01/2022 05:00:00 - 06/01/2022 06:00:00","BZN|NO5","Without sequence","146.89","",""
"06/01/2022 06:00:00 - 06/01/2022 07:00:00","BZN|NO5","Without sequence","151.89","",""
"06/01/2022 07:00:00 - 06/01/2022 08:00:00","BZN|NO5","Without sequence","153.62","",""
"06/01/2022 08:00:00 - 06/01/2022 09:00:00","BZN|NO5","Without sequence","165.96","",""
"06/01/2022 09:00:00 - 06/01/2022 10:00:00","BZN|NO5","Without sequence","166.78","",""
"06/01/2022 10:00:00 - 06/01/2022 11:00:00","BZN|NO5","Without sequence","167.88","",""
"06/01/2022 11:00:00 - 06/01/2022 12:00:00","BZN|NO5","Without sequence","168.89","",""
"06/01/2022 12:00:00 - 06/01/2022 13:00:00","BZN|NO5","Without sequence","168.79","",""
"06/01/2022 13:00:00 - 06/01/2022 14:00:00","BZN|NO5","Without sequence","168.23","",""
"06/01/2022 14:00:00 - 06/01/2022 15:00:00","BZN|NO5","Without sequence","168.32","",""
"06/01/2022 15:00:00 - 06/01/2022 16:00:00","BZN|NO5","Without sequence","166.99","",""
"06/01/2022 16:00:00 - 06/01/2022 17:00:00","BZN|NO5","Without sequence","167.83","",""
"06/01/2022 17:00:00 - 06/01/2022 18:00:00","BZN|NO5","Without sequence","167.29","",""
"06/01/2022 18:00:00 - 06/01/2022 19:00:00","BZN|NO5","Without sequence","166.14","",""
"06/01/2022 19:00:00 - 06/01/2022 20:00:00","BZN|NO5","Without sequence","166.62","",""
"06/01/2022 20:00:00 - 06/01/2022 21:00:00","BZN|NO5","Without sequence","168.5","",""
"06/01/2022 21:00:00 - 06/01/2022 22:00:00","BZN|NO5","Without sequence","172.55","",""
"06/01/2022 22:00:00 - 06/01/2022 23:00:00","BZN|NO5","Without sequence","155.93","",""
"06/01/2022 23:00:00 - 07/01/2022 00:00:00","BZN|NO5","Without sequence","139.78","",""
"07/01/2022 00:00:00 - 07/01/2022 01:00:00","BZN|NO5","Without sequence","133.96","",""
"07/01/2022 01:00:00 - 07/01/2022 02:00:00","BZN|NO5","Without sequence","129.44","",""
"07/01/2022 02:00:00 - 07/01/2022 03:00:00","BZN|NO5","Without sequence","122.54","",""
"07/01/2022 03:00:00 - 07/01/2022 04:00:00","BZN|NO5","Without sequence","122.06","",""
"07/01/2022 04:00:00 - 07/01/2022 05:00:00","BZN|NO5","Without sequence","122.08","",""
"07/01/2022 05:00:00 - 07/01/2022 06:00:00","BZN|NO5","Without sequence","127.17","",""
"07/01/2022 06:00:00 - 07/01/2022 07:00:00","BZN|NO5","Without sequence","140.19","",""
"07/01/2022 07:00:00 - 07/01/2022 08:00:00","BZN|NO5","Without sequence","152.64","",""
"07/01/2022 08:00:00 - 07/01/2022 09:00:00","BZN|NO5","Without sequence","156.3","",""
"07/01/2022 09:00:00 - 07/01/2022 10:00:00","BZN|NO5","Without sequence","157.15","",""
"07/01/2022 10:00:00 - 07/01/2022 11:00:00","BZN|NO5","Without sequence","157.02","",""
"07/01/2022 11:00:00 - 07/01/2022 12:00:00","BZN|NO5","Without sequence","160.91","",""
"07/01/2022 12:00:00 - 07/01/2022 13:00:00","BZN|NO5","Without sequence","161.71","",""
"07/01/2022 13:00:00 - 07/01/2022 14:00:00","BZN|NO5","Without sequence","161.15","",""
"07/01/2022 14:00:00 - 07/01/2022 15:00:00","BZN|NO5","Without sequence","162.6","",""
"07/01/2022 15:00:00 - 07/01/2022 16:00:00","BZN|NO5","Without sequence","166.73","",""
"07/01/2022 16:00:00 - 07/01/2022 17:00:00","BZN|NO5","Without sequence","167.26","",""
"07/01/2022 17:00:00 - 07/01/2022 18:00:00","BZN|NO5","Without sequence","165.57","",""
"07/01/2022 18:00:00 - 07/01/2022 19:00:00","BZN|NO5","Without sequence","163.82","",""
"07/01/2022 19:00:00 - 07/01/2022 20:00:00","BZN|NO5","Without sequence","165.84","",""
"07/01/2022 20:00:00 - 07/01/2022 21:00:00","BZN|NO5","Without sequence","160.5","",""
"07/01/2022 21:00:00 - 07/01/2022 22:00:00","BZN|NO5","Without sequence","157.95","",""
"07/01/2022 22:00:00 - 07/01/2022 23:00:00","BZN|NO5","Without sequence","153.9","",""
"07/01/2022 23:00:00 - 08/01/2022 00:00:00","BZN|NO5","Without sequence","144.76","",""
"08/01/2022 00:00:00 - 08/01/2022 01:00:00","BZN|NO5","Without sequence","148.59","",""
"08/01/2022 01:00:00 - 08/01/2022 02:00:00","BZN|NO5","Without sequence","146.08","",""
"08/01/2022 02:00:00 - 08/01/2022 03:00:00","BZN|NO5","Without sequence","144.64","",""
"08/01/2022 03:00:00 - 08/01/2022 04:00:00","BZN|NO5","Without sequence","145.74","",""
"08/01/2022 04:00:00 - 08/01/2022 05:00:00","BZN|NO5","Without sequence","146.97","",""
"08/01/2022 05:00:00 - 08/01/2022 06:00:00","BZN|NO5","Without sequence","146.88","",""
"08/01/2022 06:00:00 - 08/01/2022 07:00:00","BZN|NO5","Without sequence","146.56","",""
"08/01/2022 07:00:00 - 08/01/2022 08:00:00","BZN|NO5","Without sequence","147.18","",""
"08/01/2022 08:00:00 - 08/01/2022 09:00:00","BZN|NO5","Without sequence","149.2","",""
"08/01/2022 09:00:00 - 08/01/2022 10:00:00","BZN|NO5","Without sequence","151.54","",""
"08/01/2022 10:00:00 - 08/01/2022 11:00:00","BZN|NO5","Without sequence","154.47","",""
"08/01/2022 11:00:00 - 08/01/2022 12:00:00","BZN|NO5","Without sequence","153.91","",""
"08/01/2022 12:00:00 - 08/01/2022 13:00:00","BZN|NO5","Without sequence","154.18","",""
"08/01/2022 13:00:00 - 08/01/2022 14:00:00","BZN|NO5","Without sequence","151.54","",""
"08/01/2022 14:00:00 - 08/01/2022 15:00:00","BZN|NO5","Without sequence","151.66","",""
"08/01/2022 15:00:00 - 08/01/2022 16:00:00","BZN|NO5","Without sequence","154.28","",""
"08/01/2022 16:00:00 - 08/01/2022 17:00:00","BZN|NO5","Without sequence","156.34","",""
"08/01/2022 17:00:00 - 08/01/2022 18:00:00","BZN|NO5","Without sequence","151.55","",""
"08/01/2022 18:00:00 - 08/01/2022 19:00:00","BZN|NO5","Without sequence","148.37","",""
"08/01/2022 19:00:00 - 08/01/2022 20:00:00","BZN|NO5","Without sequence","140.08","",""
"08/01/2022 20:00:00 - 08/01/2022 21:00:00","BZN|NO5","Without sequence","128.05","",""
"08/01/2022 21:00:00 - 08/01/2022 22:00:00","BZN|NO5","Without sequence","126.62","",""
"08/01/2022 22:00:00 - 08/01/2022 23:00:00","BZN|NO5","Without sequence","123.19","",""
"08/01/2022 23:00:00 - 09/01/2022 00:00:00","BZN|NO5","Without sequence","121.94","",""
"09/01/2022 00:00:00 - 09/01/2022 01:00:00","BZN|NO5","Without sequence","125.33","",""
"09/01/2022 01:00:00 - 09/01/2022 02:00:00","BZN|NO5","Without sequence","115.15","",""
"09/01/2022 02:00:00 - 09/01/2022 03:00:00","BZN|NO5","Without sequence","111.68","",""
"09/01/2022 03:00:00 - 09/01/2022 04:00:00","BZN|NO5","Without sequence","108.92","",""
"09/01/2022 04:00:00 - 09/01/2022 05:00:00","BZN|NO5","Without sequence","102.63","",""
"09/01/2022 05:00:00 - 09/01/2022 06:00:00","BZN|NO5","Without sequence","99.61","",""
"09/01/2022 06:00:00 - 09/01/2022 07:00:00","BZN|NO5","Without sequence","101.66","",""
"09/01/2022 07:00:00 - 09/01/2022 08:00:00","BZN|NO5","Without sequence","101.68","",""
"09/01/2022 08:00:00 - 09/01/2022 09:00:00","BZN|NO5","Without sequence","111.87","",""
"09/01/2022 09:00:00 - 09/01/2022 10:00:00","BZN|NO5","Without sequence","128.56","",""
"09/01/2022 10:00:00 - 09/01/2022 11:00:00","BZN|NO5","Without sequence","134.96","",""
"09/01/2022 11:00:00 - 09/01/2022 12:00:00","BZN|NO5","Without sequence","144.55","",""
"09/01/2022 12:00:00 - 09/01/2022 13:00:00","BZN|NO5","Without sequence","148.67","",""
"09/01/2022 13:00:00 - 09/01/2022 14:00:00","BZN|NO5","Without sequence","150.18","",""
"09/01/2022 14:00:00 - 09/01/2022 15:00:00","BZN|NO5","Without sequence","150.39","",""
"09/01/2022 15:00:00 - 09/01/2022 16:00:00","BZN|NO5","Without sequence","153.77","",""
"09/01/2022 16:00:00 - 09/01/2022 17:00:00","BZN|NO5","Without sequence","180.97","",""
"09/01/2022 17:00:00 - 09/01/2022 18:00:00","BZN|NO5","Without sequence","216.15","",""
"09/01/2022 18:00:00 - 09/01/2022 19:00:00","BZN|NO5","Without sequence","236.13","",""
"09/01/2022 19:00:00 - 09/01/2022 20:00:00","BZN|NO5","Without sequence","199.93","",""
"09/01/2022 20:00:00 - 09/01/2022 21:00:00","BZN|NO5","Without sequence","154.21","",""
"09/01/2022 21:00:00 - 09/01/2022 22:00:00","BZN|NO5","Without sequence","150.46","",""
"09/01/2022 22:00:00 - 09/01/2022 23:00:00","BZN|NO5","Without sequence","148.23","",""
"09/01/2022 23:00:00 - 10/01/2022 00:00:00","BZN|NO5","Without sequence","144.79","",""
"10/01/2022 00:00:00 - 10/01/2022 01:00:00","BZN|NO5","Without sequence","144.28","",""
"10/01/2022 01:00:00 - 10/01/2022 02:00:00","BZN|NO5","Without sequence","138.09","",""
"10/01/2022 02:00:00 - 10/01/2022 03:00:00","BZN|NO5","Without sequence","136.92","",""
"10/01/2022 03:00:00 - 10/01/2022 04:00:00","BZN|NO5","Without sequence","139.06","",""
"10/01/2022 04:00:00 - 10/01/2022 05:00:00","BZN|NO5","Without sequence","142.99","",""
"10/01/2022 05:00:00 - 10/01/2022 06:00:00","BZN|NO5","Without sequence","152.09","",""
"10/01/2022 06:00:00 - 10/01/2022 07:00:00","BZN|NO5","Without sequence","166.36","",""
"10/01/2022 07:00:00 - 10/01/2022 08:00:00","BZN|NO5","Without sequence","179.78","",""
"10/01/2022 08:00:00 - 10/01/2022 09:00:00","BZN|NO5","Without sequence","196.61","",""
"10/01/2022 09:00:00 - 10/01/2022 10:00:00","BZN|NO5","Without sequence","192.03","",""
"10/01/2022 10:00:00 - 10/01/2022 11:00:00","BZN|NO5","Without sequence","192.74","",""
"10/01/2022 11:00:00 - 10/01/2022 12:00:00","BZN|NO5","Without sequence","188.44","",""
"10/01/2022 12:00:00 - 10/01/2022 13:00:00","BZN|NO5","Without sequence","179.92","",""
"10/01/2022 13:00:00 - 10/01/2022 14:00:00","BZN|NO5","Without sequence","176.12","",""
"10/01/2022 14:00:00 - 10/01/2022 15:00:00","BZN|NO5","Without sequence","159.94","",""
"10/01/2022 15:00:00 - 10/01/2022 16:00:00","BZN|NO5","Without sequence","169.4","",""
"10/01/2022 16:00:00 - 10/01/2022 17:00:00","BZN|NO5","Without sequence","161.77","",""
"10/01/2022 17:00:00 - 10/01/2022 18:00:00","BZN|NO5","Without sequence","163.17","",""
"10/01/2022 18:00:00 - 10/01/2022 19:00:00","BZN|NO5","Without sequence","164.52","",""
"10/01/2022 19:00:00 - 10/01/2022 20:00:00","BZN|NO5","Without sequence","155.04","",""
"10/01/2022 20:00:00 - 10/01/2022 21:00:00","BZN|NO5","Without sequence","159.78","",""
"10/01/2022 21:00:00 - 10/01/2022 22:00:00","BZN|NO5","Without sequence","162.66","",""
"10/01/2022 22:00:00 - 10/01/2022 23:00:00","BZN|NO5","Without sequence","155.48","",""
"10/01/2022 23:00:00 - 11/01/2022 00:00:00","BZN|NO5","Without sequence","150.09","",""
"11/01/2022 00:00:00 - 11/01/2022 01:00:00","BZN|NO5","Without sequence","147.5","",""
"11/01/2022 01:00:00 - 11/01/2022 02:00:00","BZN|NO5","Without sequence","143.76","",""
"11/01/2022 02:00:00 - 11/01/2022 03:00:00","BZN|NO5","Without sequence","140.21","",""
"11/01/2022 03:00:00 - 11/01/2022 04:00:00","BZN|NO5","Without sequence","139.97","",""
"11/01/2022 04:00:00 - 11/01/2022 05:00:00","BZN|NO5","Without sequence","141.56","",""
"11/01/2022 05:00:00 - 11/01/2022 06:00:00","BZN|NO5","Without sequence","147.1","",""
"11/01/2022 06:00:00 - 11/01/2022 07:00:00","BZN|NO5","Without sequence","147.59","",""
"11/01/2022 07:00:00 - 11/01/2022 08:00:00","BZN|NO5","Without sequence","152.28","",""
"11/01/2022 08:00:00 - 11/01/2022 09:00:00","BZN|NO5","Without sequence","153.76","",""
"11/01/2022 09:00:00 - 11/01/2022 10:00:00","BZN|NO5","Without sequence","153.54","",""
"11/01/2022 10:00:00 - 11/01/2022 11:00:00","BZN|NO5","Without sequence","153.47","",""
"11/01/2022 11:00:00 - 11/01/2022 12:00:00","BZN|NO5","Without sequence","156.17","",""
"11/01/2022 12:00:00 - 11/01/2022 13:00:00","BZN|NO5","Without sequence","153.77","",""
"11/01/2022 13:00:00 - 11/01/2022 14:00:00","BZN|NO5","Without sequence","153.02","",""
"11/01/2022 14:00:00 - 11/01/2022 15:00:00","BZN|NO5","Without sequence","153.1","",""
"11/01/2022 15:00:00 - 11/01/2022 16:00:00","BZN|NO5","Without sequence","153.96","",""
"11/01/2022 16:00:00 - 11/01/2022 17:00:00","BZN|NO5","Without sequence","156.43","",""
"11/01/2022 17:00:00 - 11/01/2022 18:00:00","BZN|NO5","Without sequence","165.1","",""
"11/01/2022 18:00:00 - 11/01/2022 19:00:00","BZN|NO5","Without sequence","162.89","",""
"11/01/2022 19:00:00 - 11/01/2022 20:00:00","BZN|NO5","Without sequence","153.4","",""
"11/01/2022 20:00:00 - 11/01/2022 21:00:00","BZN|NO5","Without sequence","153.13","",""
"11/01/2022 21:00:00 - 11/01/2022 22:00:00","BZN|NO5","Without sequence","153.63","",""
"11/01/2022 22:00:00 - 11/01/2022 23:00:00","BZN|NO5","Without sequence","150.56","",""
"11/01/2022 23:00:00 - 12/01/2022 00:00:00","BZN|NO5","Without sequence","145.36","",""
"12/01/2022 00:00:00 - 12/01/2022 01:00:00","BZN|NO5","Without sequence","143.34","",""
"12/01/2022 01:00:00 - 12/01/2022 02:00:00","BZN|NO5","Without sequence","140.88","",""
"12/01/2022 02:00:00 - 12/01/2022 03:00:00","BZN|NO5","Without sequence","139.5","",""
"12/01/2022 03:00:00 - 12/01/2022 04:00:00","BZN|NO5","Without sequence","139.25","",""
"12/01/2022 04:00:00 - 12/01/2022 05:00:00","BZN|NO5","Without sequence","140.12","",""
"12/01/2022 05:00:00 - 12/01/2022 06:00:00","BZN|NO5","Without sequence","141.79","",""
"12/01/2022 06:00:00 - 12/01/2022 07:00:00","BZN|NO5","Without sequence","141.82","",""
"12/01/2022 07:00:00 - 12/01/2022 08:00:00","BZN|NO5","Without sequence","146.56","",""
"12/01/2022 08:00:00 - 12/01/2022 09:00:00","BZN|NO5","Without sequence","148.99","",""
"12/01/2022 09:00:00 - 12/01/2022 10:00:00","BZN|NO5","Without sequence","146.04","",""
"12/01/2022 10:00:00 - 12/01/2022 11:00:00","BZN|NO5","Without sequence","143.61","",""
"12/01/2022 11:00:00 - 12/01/2022 12:00:00","BZN|NO5","Without sequence","140.19","",""
"12/01/2022 12:00:00 - 12/01/2022 13:00:00","BZN|NO5","Without sequence","140.0","",""
